id,r,x,y,orig_id,forum,mod_class,component_id
840,20.309757,-280.65182,-1476.634,859,cancer cytopathology,3,0
841,21.755291,-29.898066,-2053.1902,860,diagnostic cytopathology,3,0
842,21.961796,-291.8498,-1729.5001,861,journal of lower genital tract disease,3,0
843,26.55653,-772.6238,-1026.7118,862,archives of pathology and laboratory medicine,3,0
844,28.002064,-771.8177,-943.87805,863,oncology,3,0
845,24.130098,-836.96735,-1589.1692,864,radiation oncology,3,0
846,20.361383,-423.36273,-286.73996,865,brain pathology,3,0
847,25.937016,1184.2909,118.845436,866,pediatric research,1,0
848,21.961796,383.75607,-1238.4645,867,nature reviews: cancer,3,0
849,21.49716,7.058172,1971.25,868,world development,8,0
850,20.051626,-144.04794,1863.1843,869,economics and human biology,8,0
851,25.678885,1473.6898,-903.144,870,nature reviews. cardiology,1,0
852,25.937016,1154.4619,-2338.5872,871,revista espanola de cardiologia,1,0
853,21.652039,1137.9028,-1923.3687,872,cardiovascular therapeutics,1,0
854,23.820341,1012.7469,-1253.3593,873,handbook of experimental pharmacology,1,0
855,22.323181,1533.6204,-2229.774,874,advances in cardiology,1,0
856,27.279297,-4.295825,-1240.635,875,molecular therapy,0,0
857,25.678885,1695.0924,-2060.5776,876,critical pathways in cardiology,1,0
858,22.839443,1595.2097,-1888.5231,877,current pharmaceutical biotechnology,1,0
859,28.621578,1849.7147,729.05884,878,psychopharmacology,4,0
860,22.632938,1171.5925,735.9173,879,consciousness and cognition,4,0
861,22.684565,1002.3474,979.1537,880,advances in pharmacological sciences,4,0
862,22.116676,1306.5598,1037.6821,881,violence and victims,4,0
863,25.937016,933.70325,538.55853,882,medical hypotheses,4,0
864,26.350025,1210.4517,315.98767,883,child abuse and neglect,4,0
865,25.833763,-248.21841,-1804.4302,884,military medicine: international journal of amsus,4,0
866,31.461021,1404.597,584.699,885,journal of clinical psychiatry,4,0
867,29.86061,1898.9374,1109.0498,886,genetic testing and molecular biomarkers,4,0
868,23.871967,1301.0408,346.2722,887,depression and anxiety,4,0
869,27.743935,1809.3428,1239.2775,888,journal of consulting and clinical psychology,4,0
870,22.271553,1539.8689,295.78296,889,journal of clinical psychology in medical settings,4,0
871,22.271553,1189.7202,817.429,890,archives of suicide research,4,0
872,23.97522,753.4918,833.2092,891,behavioral medicine: relating behavior and health,4,0
873,24.181725,1069.5261,745.49255,892,pain medicine,4,0
874,29.86061,1080.9459,671.16846,893,journal of clinical psychopharmacology,4,0
875,22.374805,1354.5057,306.80212,894,annals of clinical psychiatry,4,0
876,32.390293,854.65784,1247.3967,895,psychiatric services,4,0
877,25.937016,1613.9374,-1575.1487,896,journal of nervous and mental disease,4,0
878,26.350025,1237.4397,848.51447,897,psychology of addictive behaviors,4,0
879,34.713474,1208.6832,-1510.6031,898,american journal of public health,4,0
880,23.355705,1759.3268,1173.3514,899,british journal of psychiatry,4,0
881,27.53743,1060.8761,1351.0563,900,international clinical psychopharmacology,4,0
882,23.30408,1386.7656,233.54321,901,journal of dual diagnosis,4,0
883,22.116676,1590.9265,1053.1329,902,psychological services,4,0
884,25.678885,1248.3545,1413.5858,903,journal of psychosomatic research,4,0
885,20.206505,881.7809,-1057.3093,904,amyotrophic lateral sclerosis &amp; frontotemporal degeneration,4,0
886,20.774393,320.46518,-431.94586,905,enzymes,0,0
887,20.516262,592.7072,-1492.63,906,acta crystallographica section f: structural biology and crystallization communications online,0,0
888,21.49716,6.2125263,-366.90292,907,protein science,0,0
889,20.464636,-1775.2004,-748.65515,908,pure and applied geophysics,9,0
890,20.464636,-1648.203,-884.45166,909,journal of the mechanics and physics of solids,9,0
891,20.516262,-1675.3027,-1012.05414,910,granular matter,9,0
892,22.787815,-537.5362,835.97015,911,physics of fluids,8,0
893,27.12442,-1659.1393,-1375.9055,912,"physical review e: statistical, nonlinear, and soft matter physics",9,0
894,20.464636,-1625.7025,-1054.2368,913,epl,9,0
895,23.665462,-1177.991,-354.04794,915,soft matter,9,0
896,21.239029,-966.3348,-878.6278,916,international journal of heat and mass transfer,3,0
897,25.265875,-1448.0887,-459.28513,917,journal of applied physics,9,0
898,20.516262,-1018.7206,-653.82336,918,mechanical engineering,4,0
899,20.41301,-1243.2881,-652.8734,919,international journal of energy research,4,0
900,20.41301,-1315.379,-798.73975,920,journal of heat transfer: transactions of the asme,4,0
901,21.755291,1173.5024,-496.86768,921,physics of life reviews,4,0
902,20.41301,-1193.8333,-976.5855,922,"international journal of design, nature and ecodynamics",4,0
903,34.24884,468.8833,-1775.1622,923,scientific reports,0,0
904,25.88539,-691.27155,-641.988,924,journal of theoretical biology,3,0
905,20.051626,607.1081,-401.67093,925,molecular reproduction and development,0,0
906,20.929272,2038.993,1155.2893,926,the economic journal,4,0
907,20.154879,1154.1935,2274.7166,927,research policy,2,0
908,20.309757,-440.80072,-977.57324,928,british journal of dermatology,3,0
909,21.703665,-932.1378,-1158.7919,929,pediatric dermatology,3,0
910,23.045948,283.7716,-1664.685,930,seminars in perinatology,1,0
911,20.929272,1348.328,2033.1106,931,annals of statistics,2,0
912,22.478058,322.57678,1215.5983,932,biometrika,2,0
913,21.187403,409.59122,-887.17773,934,inverse problems,0,0
914,20.361383,418.13925,227.5021,935,foundations of computational mathematics,0,0
915,21.49716,316.56284,-1597.0729,936,proceedings of the ieee international conference on computer vision,0,0
916,21.342281,-349.3978,-1154.3499,938,the plant cell,0,0
917,22.219929,-1009.43494,-715.45886,939,current opinion in plant biology,0,0
918,22.271553,-472.47025,-785.19904,940,developmental cell,0,0
919,22.065048,42.93237,-13.497508,941,trends in cell biology,0,0
920,21.49716,369.6264,-1346.8185,942,bmc plant biology,0,0
921,21.703665,-346.3164,-429.04364,943,cold spring harbor laboratory: symposia on quantitative biology,0,0
922,21.49716,-637.4542,-317.45187,944,current topics in developmental biology,0,0
923,21.548786,-249.29286,-940.338,945,annual review of plant biology,0,0
924,21.187403,111.87208,-1306.997,946,the plant journal,0,0
925,26.55653,-105.40407,-1143.4795,947,nature methods,0,0
926,21.187403,-52.29077,-751.4704,948,trends in plant science,0,0
927,25.524006,358.80383,-1461.1597,949,the journal of maternal-fetal and neonatal medicine,3,0
928,28.002064,-353.68192,321.5117,950,pediatric infectious disease journal,0,0
929,22.323181,945.831,-511.85757,951,biopharmaceutics and drug disposition,1,0
930,32.28704,965.8069,-589.5811,952,clinical pharmacology and therapeutics,1,0
931,24.439856,1124.9182,87.51885,953,journal of perinatology,1,0
932,23.871967,1064.1311,-477.1318,954,journal of cardiovascular pharmacology,1,0
933,26.091894,1136.0942,-46.73443,955,expert review of clinical pharmacology,1,0
934,23.200827,970.6354,-88.11181,956,journal of chromatography b: analytical technologies in the biomedical and life sciences,1,0
935,27.227673,1037.9503,-960.812,957,health economics,1,0
936,23.355705,1052.3405,-73.08656,958,clinics in perinatology,1,0
937,21.858543,1104.7313,-266.68692,959,therapeutic drug monitoring,1,0
938,24.336603,1111.5176,-124.83259,960,the american journal of bioethics,1,0
939,21.806917,895.39667,-700.3471,961,current drug metabolism,1,0
940,22.787815,996.92395,-420.89276,962,british journal of clinical pharmacology,1,0
941,23.30408,1269.7227,-1314.523,963,american journal of perinatology: neonatal and maternal-fetal medicine,1,0
942,22.632938,953.95734,-390.80603,964,current opinion in pediatrics,1,0
943,20.67114,-732.03564,1054.3972,965,marine resource economics,8,0
944,20.361383,1485.5215,1462.8448,966,journal of policy analysis and management,4,0
945,21.652039,-667.25433,1025.2623,967,journal of environmental economics and management,8,0
946,22.632938,-1044.89,-2257.8767,968,"ieee transactions on ultrasonics, ferroelectrics and frequency control",3,0
947,25.420753,-1134.7698,-2292.5596,969,ultrasound in medicine and biology,3,0
948,22.013422,1723.383,-1182.919,970,international journal of behavioral nutrition and physical activity,1,0
949,29.654104,2040.2148,818.13403,971,social science and medicine,4,0
950,21.393908,1537.5896,-894.08295,972,geospatial health,1,0
951,21.393908,1437.4109,-960.2602,973,american journal of health behavior,1,0
952,24.336603,1462.3463,-222.604,974,health services research,1,0
953,29.189468,120.929,-1993.0634,975,cancer causes and control,3,0
954,29.4476,1162.7356,-253.47702,976,preventive medicine,1,0
955,22.013422,1584.4569,-1077.9048,977,journal of aging research,1,0
956,24.904491,1512.4167,-1081.5463,978,health and place,1,0
957,21.600412,1495.5957,-1154.6444,979,international journal of health geographics,1,0
958,24.38823,1774.4028,720.3933,980,archives of pediatrics and adolescent medicine,4,0
959,38.8952,1254.1366,-203.60455,981,journal of general internal medicine,1,0
960,26.350025,2001.0051,615.74207,982,women and health: the multidisciplinary journal of women's health issues,4,0
961,23.768715,1086.1163,-1154.948,983,health education and behavior,1,0
962,25.73051,-1464.0527,-672.8748,984,advanced materials,9,0
963,22.684565,946.3949,679.82025,985,brain structure and function,4,0
964,23.97522,-436.3154,-840.33514,986,biophysical journal,9,0
965,20.258131,-160.46269,-506.3191,987,current topics in membranes,9,0
966,23.355705,944.5053,-1421.5803,988,journal of anesthesia,3,0
967,23.355705,1825.8351,-1759.2909,989,innovations: technology and techniques in cardiothoracic and vascular surgery,1,0
968,21.135777,1615.6522,-452.2203,990,mount sinai journal of medicine,1,0
969,20.567888,-1277.2711,1185.214,991,"proceedings of the 7th conference on emerging networking experiments and technologies, conext'11",2,0
970,21.290655,-1346.8246,1187.0266,993,"proceedings of the acm sigcomm internet measurement conference, imc",2,0
971,20.206505,-1463.1401,1284.4713,994,conext student workhop 2013 - proceedings of the 2013 workshop,2,0
972,20.206505,-1483.0848,1435.7599,996,hotsdn 2013 - proceedings of the 2013 acm sigcomm workshop on hot topics in software defined networking,2,0
973,30.325245,-964.30023,-667.3435,997,journal of thoracic oncology,3,0
974,23.923594,-496.53302,-1596.7494,999,journal of the pancreas,3,0
975,20.567888,-1578.8209,-154.211,1000,topics in current chemistry,9,0
976,28.415073,-1469.928,-380.5874,1001,the journal of physical chemistry part c: nanomaterials and interfaces,9,0
977,21.187403,-1429.3883,-262.54,1002,journal of chemical theory and computation,9,0
978,21.600412,-1537.5771,-645.2913,1003,coordination chemistry reviews,9,0
979,24.697987,-1405.0194,-420.0655,1004,"the journal of physical chemistry part b: condensed matter, materials, surfaces, interfaces and biophysical",9,0
980,23.097574,-1509.1111,-242.98119,1005,"the journal of physical chemistry part a: molecules, spectroscopy, kinetics, environment and general theory",9,0
981,20.567888,-1556.9729,-218.83372,1006,faraday discussions,9,0
982,20.567888,-1393.8965,-142.01775,1007,chemical physics,9,0
983,21.187403,-1723.0303,-714.8259,1008,journal of computational chemistry,9,0
984,22.529686,-1280.7881,-139.48,1009,physical chemistry chemical physics,9,0
985,30.686628,-1565.6727,-586.289,1010,acs nano,9,0
986,24.749613,-995.97534,-826.45526,1011,fertility and sterility,3,0
987,23.768715,501.90305,-2089.1597,1012,molecular carcinogenesis,3,0
988,27.53743,-898.63214,-1904.0807,1013,international journal of cancer,3,0
989,26.659782,58.405224,-2027.1943,1014,frontiers in genetics,3,0
990,22.73619,12.88474,-1900.1991,1015,journal of internal medicine,3,0
991,25.627258,325.81168,-2149.8464,1016,american journal of surgical pathology,3,0
992,29.29272,1528.4739,222.22209,1017,international journal of epidemiology,4,0
993,22.73619,-968.2669,-1099.0189,1018,journal of the national cancer institute,3,0
994,21.858543,-170.11441,-918.501,1019,liver transplantation,0,0
995,22.529686,-1035.3811,-893.5617,1020,gastrointestinal cancer research,3,0
996,27.898813,499.69754,-1703.3864,1022,journal of the american statistical association,2,0
997,21.548786,20.835743,1103.7339,1023,statistical methodology,2,0
998,23.613836,-183.73605,-621.30927,1024,annals of applied statistics,0,0
999,22.839443,832.1239,-556.52576,1025,journal of biopharmaceutical statistics,0,0
1000,20.309757,746.8566,-673.9209,1026,econometric reviews,2,0
1001,32.132164,-1047.4233,114.64702,1027,environmental science and technology (washington),8,0
1002,25.575632,-493.48068,495.9204,1028,ecology letters,8,0
1003,22.632938,-642.92395,614.53394,1029,frontiers in ecology and the environment,8,0
1004,22.632938,-657.75287,748.92035,1030,hydrology and earth system sciences,8,0
1005,24.491482,-462.7882,677.47644,1031,ecology,8,0
1006,29.70573,488.44412,-701.6366,1032,annals of the new york academy of sciences,4,0
1007,20.980898,-1054.8873,576.6426,1033,"2012 international conference on information science and applications, icisa 2012",8,0
1008,21.703665,-878.30963,640.8927,1034,freshwater biology,8,0
1009,20.980898,-804.13416,520.8998,1035,limnology and oceanography,8,0
1010,21.135777,-216.18173,701.7036,1036,biogeochemistry: an international journal,8,0
1011,23.355705,-603.7029,786.4189,1037,ecological monographs,8,0
1012,24.181725,-444.04788,536.22705,1038,journal of geophysical research,8,0
1013,23.1492,-1187.6938,242.44406,1039,ecotoxicology,8,0
1014,23.613836,-765.26917,579.3718,1040,soil biology and biochemistry,8,0
1015,25.317501,-730.266,706.056,1042,global change biology,8,0
1016,20.103252,1152.3837,2191.813,1043,"foundations and trends in technology, information and operations management",2,0
1017,21.445534,-762.6041,-1743.5516,1044,manufacturing and service operations management,3,0
1018,24.594734,1897.6354,339.384,1045,journal of empirical research on human research ethics,4,0
1019,20.722767,1515.4283,-457.01163,1046,journal of nursing research,1,0
1020,20.722767,1472.9731,-350.89142,1047,chronic illness,1,0
1021,22.374805,1235.7902,386.653,1048,health communication,4,0
1022,34.50697,-757.6464,-2150.1643,1049,neurology,4,0
1023,21.600412,1688.0074,-706.3137,1052,dementia,4,0
1024,21.703665,679.114,1097.4911,1053,journal of consumer psychology,4,0
1025,20.82602,806.6434,1327.5878,1054,journal of consumer research,4,0
1026,24.64636,969.3805,-921.413,1055,public health nutrition,1,0
1027,21.032524,-778.3353,-66.35152,1056,survey of ophthalmology,0,0
1028,21.600412,-828.6258,179.32181,1057,clinical ophthalmology,0,0
1029,29.86061,-713.1052,122.738075,1058,ophthalmology,0,0
1030,20.82602,-837.2596,76.5968,1059,journal of neuro-ophthalmology,0,0
1031,23.717089,-574.59174,149.04433,1060,current opinion in ophthalmology,1,0
1032,22.89107,-837.3253,-353.28525,1061,current neurology and neuroscience reports,3,0
1033,23.1492,-949.3688,-1190.2893,1062,toxins,3,0
1034,32.545174,-1329.2607,-1410.929,1063,journal of biomedical optics,9,0
1035,26.195147,-604.8874,-1413.6365,1064,radiation research,3,0
1036,24.749613,284.16342,-2076.8716,1065,expert opinion on biological therapy,3,0
1037,22.632938,145.12964,-1242.168,1066,translational pathology of early cancer,3,0
1038,26.14352,73.69139,-1378.0085,1067,nuclear medicine and biology,3,0
1039,23.871967,-101.92829,-1551.727,1068,clinical and developmental immunology,3,0
1040,24.38823,-616.18665,-158.56519,1069,human mutation,0,0
1041,24.594734,-274.18198,-466.69598,1070,oncotarget,3,0
1042,31.409397,256.5771,-2333.1567,1071,nature medicine,0,0
1043,22.73619,-343.776,-1431.8223,1072,oncoimmunology,3,0
1044,24.130098,-747.85455,-1822.9679,1073,future oncology,3,0
1045,22.374805,-482.60617,-1877.6149,1074,mabs,3,0
1046,23.768715,-795.9793,-1789.5566,1075,acta neuropathologica,3,0
1047,20.67114,262.7446,-863.0442,1076,autism research and treatment,4,0
1048,24.697987,-819.1832,-1838.1283,1077,journal of neurochemistry,0,0
1049,22.065048,-480.27625,-259.97058,1078,journal of neuroimmune pharmacology,0,0
1050,24.38823,-1238.9016,-951.7603,1079,"brain, behavior, and immunity",3,0
1051,20.67114,707.51245,-257.21747,1080,frontiers in neuroendocrinology,4,0
1052,22.426434,820.0373,-388.07193,1081,physiology and behavior,4,0
1053,20.67114,-10.519043,-1955.8945,1082,oncology: international journal of cancer research and treatment,3,0
1054,22.581312,-651.72253,-1923.6947,1083,clinical breast cancer,3,0
1055,24.749613,-95.83555,-2056.9592,1084,annals of vascular surgery: international journal of vascular surgery,3,0
1056,26.608156,183.80635,-1721.254,1085,journal of surgical oncology,3,0
1057,28.156944,56.76009,-1947.1353,1086,journal of gastrointestinal surgery,3,0
1058,22.116676,940.8296,878.5305,1087,substance abuse and rehabilitation,4,0
1059,26.659782,1796.2155,577.31726,1088,substance use and misuse,4,0
1060,28.828085,1486.4479,789.04443,1089,journal of aging and health,4,0
1061,34.66185,1557.105,1175.1033,1090,american journal of geriatric psychiatry,4,0
1062,29.137842,1819.4554,956.1456,1091,international psychogeriatrics,4,0
1063,30.53175,1912.8162,978.7012,1092,archives of general psychiatry,4,0
1064,29.03459,-685.0044,-783.4903,1093,annals of epidemiology,3,0
1065,27.95044,1130.753,318.1479,1094,aging and mental health,4,0
1066,21.548786,949.4832,745.5189,1095,current opinion in psychiatry,4,0
1067,25.575632,1058.3551,-2111.553,1096,acta psychiatrica scandinavica,1,0
1068,27.021166,1376.512,-1080.4288,1097,maternal and child health journal,1,0
1069,28.105316,1068.1387,-2312.6555,1098,annals of emergency medicine,1,0
1070,24.026846,1308.4146,419.40048,1099,general hospital psychiatry,4,0
1071,25.524006,1110.6624,160.40912,1100,alzheimer disease and associated disorders,4,0
1072,21.755291,2005.4673,-1404.2039,1101,clinics in geriatric medicine,4,0
1073,22.942696,-864.5971,-396.45407,1102,cell cycle,0,0
1074,22.89107,-786.2753,-858.4087,1103,practical radiation oncology,3,0
1075,20.877645,245.28117,-1214.1989,1104,"cells, tissues, organs: in vivo, in vitro",0,0
1076,26.453278,169.59113,-1538.3676,1105,anticancer research,3,0
1077,26.2984,-791.4221,-739.2751,1106,molecular biology of the cell,0,0
1078,26.040268,-30.490143,-608.67926,1107,clinical colorectal cancer,3,0
1079,25.627258,175.83566,-2174.9124,1108,the embo journal,0,0
1080,22.426434,359.55875,-1696.0249,1109,biochemical journal,0,0
1081,26.246773,-428.02313,-722.79175,1110,investigational new drugs,3,0
1082,21.858543,-586.0688,-671.7797,1111,trends in biochemical sciences,0,0
1083,21.961796,1520.0228,-1499.9933,1112,journal of developmental and behavioral pediatrics,1,0
1084,21.032524,1989.8383,-625.37366,1113,journal of the american academy of nurse practitioners,1,0
1085,27.330925,2019.8992,-1619.5945,1114,jacc: cardiovascular imaging,1,0
1086,20.41301,1084.2496,-2230.732,1115,globalization and health,1,0
1087,20.41301,1390.7194,-1919.7412,1116,journal of human hypertension,1,0
1088,21.548786,1293.991,-2193.6091,1117,current cardiology reviews,1,0
1089,23.56221,1283.2338,-2072.669,1118,frontiers in physiology,1,0
1090,21.858543,1299.7921,-632.0133,1119,journal of korean medical science,1,0
1091,21.703665,965.9475,-1577.3112,1120,cleveland clinic journal of medicine,1,0
1092,21.91017,1253.8823,-599.57806,1121,international journal of vascular medicine,1,0
1093,21.755291,1297.6401,-1366.1655,1122,acs m's health and fitness journal,1,0
1094,28.105316,1184.4077,-91.225655,1123,journal of clinical hypertension,1,0
1095,22.271553,1139.3198,-1857.4414,1124,mental health and physical activity,1,0
1096,21.91017,987.09607,-473.7073,1125,journal of the american society of hypertension,1,0
1097,22.426434,884.441,-1754.9528,1126,scandinavian journal of work environment and health,1,0
1098,20,-1892.5513,1802.2737,1127,geophysics,11,7
1099,20.051626,-1515.5027,294.20917,1128,journal of topology and analysis,2,0
1100,21.445534,-1562.5118,245.27454,1129,probability theory and related fields,2,0
1101,20,-2908.2693,105.79135,1130,international ophthalmology,12,8
1102,25.162622,-2.93265,-2423.044,1131,american journal of sports medicine,9,0
1103,20.258131,1597.0483,-1198.0194,1132,primary care: clinics in office practice,1,0
1104,24.38823,1421.9747,-1777.5795,1133,journal of cardiovascular computed tomography,1,0
1105,21.755291,-1102.7548,-1952.2103,1134,abdominal imaging,3,0
1106,20.722767,1538.2931,1839.1154,1135,the journal of finance,2,0
1107,21.032524,1302.7952,2090.4302,1136,review of finance,2,0
1108,21.49716,1526.2665,2147.4646,1137,journal of financial economics,2,0
1109,23.1492,-297.20453,-2509.0715,1138,journal of shoulder and elbow surgery,9,0
1110,20.82602,-425.6128,-2526.5476,1139,primary care companion to the journal of clinical psychiatry,9,0
1111,22.374805,-405.54443,-2592.299,1140,knee,9,0
1112,20.464636,-320.4359,-1805.3624,1141,journal of cyber therapy and rehabilitation,3,0
1113,21.239029,-537.5105,-1306.5377,1142,journal of pediatric oncology nursing,3,0
1114,21.290655,420.44644,-944.09064,1143,cells,0,0
1115,22.478058,201.7826,-825.86346,1144,current hiv research,0,0
1116,23.665462,1141.9565,-702.24915,1145,medical teacher,1,0
1117,22.065048,-154.92068,-2233.4697,1146,journal of neurosurgical anesthesiology,3,0
1118,21.91017,-1150.6117,-1909.2145,1147,radiographics,3,0
1119,27.279297,973.0934,-2317.5603,1148,heart failure clinics,1,0
1120,20.722767,1662.797,-1866.8158,1149,clinical nuclear medicine,1,0
1121,22.529686,-895.6718,-1551.0845,1150,nuclear medicine communications,3,0
1122,22.684565,892.81824,-1303.7268,1151,current opinion in cardiology,1,0
1123,22.065048,1528.4237,-1277.8853,1152,journal of clinical nursing,1,0
1124,22.065048,1346.0006,-1017.71954,1153,health informatics journal,1,0
1125,24.491482,1405.3529,-1296.0419,1154,"psychology, health and medicine",1,0
1126,22.942696,1618.3878,-1690.2201,1155,european journal of cardiovascular nursing,1,0
1127,24.64636,907.6657,-2324.058,1156,telemedicine and e-health,1,0
1128,22.942696,1596.6741,-1436.8436,1157,journal of telemedicine and telecare,1,0
1129,20.82602,944.3573,-1589.1001,1158,seminars in cardiothoracic and vascular anesthesia,1,0
1130,20.154879,-2067.4827,-1442.896,1159,international geology review,13,9
1131,20.154879,-1985.8629,-1598.0422,1160,journal of volcanology and geothermal research,13,9
1132,20.154879,-2247.9368,-1642.8574,1161,"mineralium deposita: international journal of geology, mineralogy, and geochemistry of mineral deposits",13,9
1133,20.154879,-2104.9563,-1550.2117,1162,contributions to mineralogy and petrology,13,9
1134,28.105316,1675.1683,-1738.302,1163,american journal of managed care,1,0
1135,26.608156,886.2933,-2060.6724,1164,clinical journal of the american society of nephrology,1,0
1136,21.032524,1855.6945,-1701.3793,1165,progress in transplantation: the journal for procurement and clinical transplant professionals,1,0
1137,22.839443,873.41864,-2256.5657,1166,advances in chronic kidney disease,1,0
1138,22.013422,1381.9725,-1832.2972,1167,transplant international,1,0
1139,21.135777,1635.2755,-1806.8479,1168,qualitative health research,1,0
1140,21.032524,1517.3772,-1341.0541,1169,health and social work,1,0
1141,21.032524,1609.7938,-1376.5068,1170,journal of renal care,1,0
1142,29.912235,1024.7501,-266.03482,1171,journal of the american society of nephrology,0,0
1143,26.711409,138.95494,-1395.6556,1172,kidney international,0,0
1144,22.529686,943.5876,-1834.9088,1173,current opinion in nephrology and hypertension,1,0
1145,21.032524,1412.8433,-363.08347,1174,journal of primary care and community health,1,0
1146,20.258131,-209.95683,-291.4077,1175,embo molecular medicine,0,0
1147,27.021166,-677.75055,-428.9002,1176,human gene therapy,0,0
1148,20.154879,230.73859,280.1199,1177,chembiochem: a european journal of chemical biology,0,0
1149,21.548786,552.9147,-259.86832,1178,anatomical record,8,0
1150,20.41301,-334.7762,-201.74919,1179,journal of vertebrate paleontology,8,0
1151,20.980898,584.7779,-364.7287,1180,journal of human evolution,8,0
1152,20.722767,464.73056,383.4563,1181,journal of anatomy,8,0
1153,20.361383,1043.6996,539.84106,1182,psychiatric rehabilitation journal,4,0
1154,26.246773,-691.1236,-71.15002,1183,neuroscience,4,0
1155,21.135777,920.5819,1207.3457,1184,journal of personality assessment,4,0
1156,27.743935,1281.1768,1274.0488,1185,community mental health journal,4,0
1157,23.820341,-387.83905,-1399.4719,1186,expert review of vaccines,3,0
1158,27.279297,-275.95654,200.31464,1187,nucleic acids research,0,0
1159,22.684565,-138.59401,-566.3767,1188,rna,0,0
1160,20.051626,1949.4825,-567.68115,1189,neonatal network: the journal of neonatal nursing,1,0
1161,22.684565,2052.9873,-1054.3147,1190,advances in neonatal care,1,0
1162,25.47238,-855.8178,-1135.23,1191,applied optics,9,0
1163,21.135777,-1366.4174,-910.44385,1192,conference proceedings - ieee applied power electronics conference and exposition - apec,9,0
1164,21.135777,-1526.6038,-1391.5424,1193,optical engineering,9,0
1165,21.135777,-1568.1882,-1451.5631,1194,"2011 ico international conference on information photonics, ip 2011",9,0
1166,21.135777,-1290.3766,-865.3937,1195,smart structures and systems,9,0
1167,21.548786,-1245.0167,-1309.8143,1196,analog integrated circuits and signal processing,9,0
1168,27.38255,-1247.2833,-1677.9668,1197,"2011 conference on lasers and electro-optics: laser science to photonic applications, cleo 2011",9,0
1169,22.73619,-1348.1031,-1081.7443,1198,nanoscale research letters,9,0
1170,21.652039,-1277.6658,-1080.8738,1199,proceedings of hyperspectral image and signal processing: evolution in remote sensing,9,0
1171,21.600412,-1306.6122,-909.323,1200,"irmmw-thz 2011 - 36th international conference on infrared, millimeter, and terahertz waves",9,0
1172,21.49716,-1348.419,-1269.5055,1201,geotechnical special publication,9,0
1173,27.53743,-1019.6433,-1799.4133,1202,optics express,9,0
1174,21.239029,-1461.6971,-1412.9843,1203,optik,9,0
1175,21.445534,-1320.08,-1208.1437,1204,proceedings of the ieee sensor array and multichannel signal processing workshop,9,0
1176,21.135777,-1445.8263,-1482.033,1205,the astronomical journal,9,0
1177,21.135777,-1446.8323,-1228.0306,1206,solar energy,9,0
1178,24.749613,34.27492,1183.7643,1207,siam journal on imaging sciences,2,0
1179,21.135777,-1282.2898,-1254.6647,1208,the analyst,9,0
1180,24.026846,1558.2006,-1572.3689,1209,"thrombosis research: vascular obstruction, hemorrhage and hemostasis",1,0
1181,26.350025,62.962048,-1402.4485,1210,thrombosis research,0,0
1182,21.755291,-141.76152,-1620.6305,1211,pancreas,3,0
1183,28.621578,1692.4865,291.67642,1212,journal of affective disorders,4,0
1184,20.67114,2089.9033,-1110.9146,1213,newborn and infant nursing reviews,1,0
1185,24.284977,2130.8826,-1044.1409,1214,"journal of obstetric, gynecologic, and neonatal nursing",1,0
1186,21.187403,2010.9534,-756.3887,1215,advances in nursing science,1,0
1187,21.187403,2062.024,-1175.2759,1216,mcn the american journal of maternal child nursing,1,0
1188,20.877645,1844.4044,-760.3644,1217,aorn journal,1,0
1189,20.258131,455.72165,439.659,1218,biology and philosophy,8,0
1190,20.361383,1124.0914,-2466.2646,1219,journal of strategic studies,15,10
1191,20.361383,979.6165,-2463.0083,1220,diplomacy and statecraft,15,10
1192,20.361383,1069.1053,-2637.2854,1221,international history review,15,10
1193,20.361383,762.8895,-2519.056,1222,small wars and insurgencies,15,10
1194,20.361383,823.07855,-2549.1624,1223,comparative strategy: an international journal,15,10
1195,20.361383,854.2752,-2493.8118,1224,studies in conflict and terrorism,15,10
1196,20.361383,903.2602,-2645.6802,1225,diplomatic history: the journal of the society for historians of american foreign relations,15,10
1197,20.361383,908.08606,-2531.4497,1226,cold war history,15,10
1198,25.575632,969.9877,206.92863,1227,frontiers in human neuroscience,4,0
1199,25.678885,639.7377,676.40906,1228,frontiers in psychology,4,0
1200,21.239029,673.7435,425.6261,1229,developmental neuropsychology,4,0
1201,20.619514,623.29767,851.68146,1230,"space, time and number in the brain",4,0
1202,20.619514,484.92468,712.0057,1231,learning and individual differences: journal of psychology and education,4,0
1203,22.839443,141.94084,-1109.8909,1232,animal cognition,4,0
1204,27.072792,802.2034,356.06277,1233,frontiers in integrative neuroscience,4,0
1205,20.619514,467.55887,584.0589,1234,infancy,4,0
1206,24.64636,1725.6052,561.8077,1235,behavioural processes,4,0
1207,24.23335,683.9602,732.8635,1236,developmental psychology,4,0
1208,21.49716,398.73956,759.60266,1237,developmental science,4,0
1209,21.703665,595.3331,624.78375,1238,cognition,4,0
1210,20,-1986.6652,2347.014,1239,the asian journal of mathematics,16,11
1211,23.045948,560.9051,-2137.1985,1240,molecular microbiology,0,0
1212,21.032524,-208.07419,-560.6042,1241,journal of bacteriology,0,0
1213,24.181725,-312.72684,-1921.5712,1242,the laryngoscope,3,0
1214,20.929272,926.89496,-896.14246,1243,current opinion in organ transplantation,0,0
1215,20.309757,704.6411,-1922.9609,1244,biologicals,0,0
1216,20.051626,-1241.0443,-2134.552,1245,political theology,17,12
