id,x,y,author,dept,dept_id,mod_class
360,231.33861,-4.8774333,"Allen, Kelli Dominick",Medicine,39,0
361,-352.98083,-690.2515,"Coffman, Cynthia Jan",Biostatistics & Bioinformatics,9,18
362,-701.7818,876.51227,"Datta, Santanu Kumar",Medicine,39,18
363,-164.47667,678.6806,"Sperber, Nina",Medicine,39,2
364,-2502.2969,-859.3153,"Strauss, Jennifer Leigh",Psychiatry & Behavioral Sciences,55,18
365,-724.2122,449.2615,"Yancy Jr., William Samuel",Medicine,39,8
366,-561.9225,426.8459,"Edelman, David Edward",Medicine,39,8
367,-825.64667,410.5827,"Hall, Katherine Shepherd",Medicine,39,8
368,228.35333,760.7317,"Hoenig, Helen Marie",Medicine,39,0
369,-978.482,976.8862,"Maciejewski, Matthew Leonard",Medicine,39,18
370,-108.917015,1825.0349,"Voils, Corrine Ione",Medicine,39,15
371,321.88962,-2.641861,"Goode, Adam Payne",Community and Family Medicine,14,8
372,-884.30786,994.2175,"Corsino, Leonor Adalgisa",Medicine,39,18
373,655.13666,-403.2772,"Allen, Nancy Bates",Medicine,39,0
374,535.5019,-261.25613,"St. Clair, Eugene William",Medicine,39,0
375,588.4048,-526.3238,"Clowse, Megan Elizabeth Bowles",Medicine,39,0
376,-1187.6932,2096.8413,"Allen, Terrence Kelburn",Anesthesiology,2,3
377,-1287.1694,2678.4067,"Habib, Ashraf Samir",Anesthesiology,2,3
378,-982.3402,1831.9265,"Small, Maria Jacqueline",Obstetrics and Gynecology,44,3
379,-985.79877,2503.577,"Jones, Cheryl Ann",Anesthesiology,2,3
380,-778.5825,1767.2653,"Brown, Haywood Laverne",Obstetrics and Gynecology,44,3
381,-1185.9663,2669.0251,"Gan, Tong Joo",Anesthesiology,2,3
382,-1307.1285,2509.4675,"Muir, Holly Ann",Anesthesiology,2,3
383,-1258.4211,2329.8481,"Peterson-Layne, Cathleen Louise",Anesthesiology,2,3
384,-768.1761,1587.418,"Feng, Liping",Obstetrics and Gynecology,44,3
385,-1034.5775,1764.8726,"Murtha, Amy Patricia",Obstetrics and Gynecology,44,3
386,1283.0277,-1420.9935,"Allingham, Robert Rand",Ophthalmology,45,11
387,1240.7955,-1314.9504,"Challa, Pratap",Ophthalmology,45,11
388,2520.4282,-3502.3015,"Herndon Jr., Leon Walker",Ophthalmology,45,12
389,1485.84,-1435.8905,"Liu, Yutao",Medicine,39,11
390,1387.478,-962.05164,"Katsanis, Nicholas",Cell Biology,10,11
391,664.23987,-1250.1431,"Klintworth, Gordon Kenneth",Pathology,47,11
392,843.79816,-2070.9236,"Bowes Rickman, Catherine",Ophthalmology,45,12
393,1426.5192,-1544.0833,"Asrani, Sanjay Girdhari",Ophthalmology,45,11
394,1485.5028,1024.3134,"Klitzman, Bruce",Surgery,68,16
395,1348.1106,-1486.6168,"Rosdahl, Jullia Ann",Ophthalmology,45,11
396,-997.5587,-319.6981,"Chiba-Falek, Ornit",Neurology,43,8
397,-1129.5571,-375.03564,"Roses, Allen D.",Neurology,43,8
398,-58.793602,-276.68643,"Welsh-Bohmer, Kathleen Anne",Psychiatry & Behavioral Sciences,55,8
399,-21.950481,862.3226,"Whitfield, Keith E.",Psychology and Neuroscience,56,13
400,1395.3789,-1409.0475,"McKinnon, Stuart James",Ophthalmology,45,11
401,2504.2144,-3773.4888,"Muir, Kelly Walton",Ophthalmology,45,12
402,1454.8887,-1335.8788,"Young, Terri Lois",Ophthalmology,45,11
403,1263.0527,-1521.5354,"Stamer, W Daniel",Ophthalmology,45,11
404,1388.9174,-1267.4269,"Oh, Edwin",Neurology,43,11
405,1716.4298,-44.316948,"Alman, Benjamin Aaron",Orthopaedics,46,9
406,1123.4081,419.8855,"Almekinders, Louis Cornelis",Orthopaedics,46,0
407,1151.8164,-2561.4724,"Alspaugh II, James Andrew",Medicine,39,17
408,-751.5163,-1587.416,"Cox, Gary Matthew",Medicine,39,17
409,-889.09344,-664.1227,"Stout, Jason Eric",Medicine,39,17
410,660.90967,-1894.7195,"Beese, Lorena Sue",Biochemistry,6,11
411,618.6479,-1970.2906,"Hellinga, Homme Wytzes",Biochemistry,6,11
412,1272.2067,-2475.528,"Dietrich, Fred Samuel",Molecular Genetics and Microbiology,40,17
413,792.37946,757.97955,"Altomare, Ivy Paige",Medicine,39,15
414,1058.7964,-725.9277,"Blobe, Gerard Conrad",Medicine,39,11
415,513.1046,1110.3649,"Hsu, Shiao-Wen David",Medicine,39,15
416,918.66437,456.5651,"Hurwitz, Herbert Ira",Medicine,39,15
417,658.0429,615.3199,"Morse, Michael Aaron",Medicine,39,15
418,-58.18741,2099.0298,"Sutton, Linda Marie",Medicine,39,15
419,4412.982,2499.6926,"Amaldoss, Wilfred",Fuqua School of Business,30,12
420,-1046.0741,-111.52633,"Dodge, Kenneth A.",Sanford School of Public Policy,61,6
421,-3343.5117,-4170.07,"Ambrus, Attila",Economics,24,10
422,-1264.9183,2224.4136,"Ames, Warwick Aubrey",Anesthesiology,2,3
423,-1334.5198,1507.9508,"Hill, Kevin Dennis",Pediatrics,48,3
424,-1152.6343,1611.5153,"Jooste, Edmund Hilton",Anesthesiology,2,3
425,-1345.1907,-90.52869,"Amundsen, Cindy Louise",Obstetrics and Gynecology,44,8
426,-299.0987,-784.48505,"Grill, Warren M.",Biomedical Engineering,8,18
427,832.17883,1203.1344,"Webster, George David",Surgery,68,4
428,-1359.71,-22.87962,"Siddiqui, Nazema Yusuf",Obstetrics and Gynecology,44,8
429,-1293.3855,32.820946,"Weidner, Alison Catherine",Obstetrics and Gynecology,44,8
430,-1462.5394,85.558754,"Visco, Anthony Gabriele",Obstetrics and Gynecology,44,8
431,-1227.0441,91.07993,"Kawasaki, Amie",Obstetrics and Gynecology,44,8
432,-279.64832,-706.95435,"Krystal, Andrew Darrell",Psychiatry & Behavioral Sciences,55,6
433,-199.37712,-676.3458,"Preud' homme, Xavier A.",Psychiatry & Behavioral Sciences,55,6
434,-755.3447,-857.6867,"Ananat, Elizabeth Oltmans",Sanford School of Public Policy,61,6
435,-911.9437,-336.11652,"Gassman-Pines, Anna",Sanford School of Public Policy,61,6
436,-682.34314,-898.0652,"Gibson-Davis, Christina M.",Sanford School of Public Policy,61,6
437,-661.02374,-1541.346,"Anderson, Deverick John",Medicine,39,17
438,-450.7086,416.81082,"Cunningham, Coleen Kathryn",Pediatrics,48,8
439,-371.3163,-513.56305,"Hendershot, Edward Ferguson",Medicine,39,17
440,-958.47766,1164.4327,"Sangvai, Devdutta Gangadhar",Community and Family Medicine,14,7
441,719.78845,-599.1917,"Tsalik, Ephraim",Medicine,39,13
442,-592.5249,-1697.4653,"Chen, Luke Francis",Medicine,39,17
443,-664.9136,-1630.1061,"Sexton, Daniel John",Medicine,39,17
444,-460.1838,-1938.6799,"Wolfe, Cameron Robert",Medicine,39,17
445,-1634.2505,381.64355,"Schmader, Kenneth Edwin",Medicine,39,5
446,686.2482,744.7198,"Davis Jr., Robert Duane",Surgery,68,9
447,-1176.8641,1131.1373,"Onaitis, Mark William",Surgery,68,3
448,1525.4536,108.82426,"Snyder, Laurie Dee",Medicine,39,9
449,-574.6541,-1810.3496,"Moehring, Rebekah",Medicine,39,17
450,-690.3246,-1292.9796,"Ming, David Yung",Medicine,39,17
451,8.585658,1099.3226,"Vaslef, Steven Nicholas",Surgery,68,13
452,-1972.3842,1152.9423,"Harrison, John Kevin",Medicine,39,8
453,-725.7364,-1373.294,"Joyce, Maria Josephine",Medicine,39,17
454,2118.0195,-733.2106,"Anderson, Kristin Ann",Pharmacology & Cancer Biology,49,2
455,2073.316,-812.637,"Hirschey, Matthew",Medicine,39,2
456,2044.0289,-564.2633,"Newgard, Christopher Bang",Pharmacology & Cancer Biology,49,2
457,2365.2676,-697.2768,"Stevens, Robert David",Medicine,39,2
458,-2747.838,1025.5594,"Anderson, Ruth A.",School of Nursing,63,5
459,-3016.2405,916.0777,"Bailey Jr., Donald Etheridge",School of Nursing,63,5
460,-2745.8516,923.6811,"Docherty, Sharron Lee",School of Nursing,63,5
461,-2322.2417,357.9582,"McConnell, Eleanor Schildwachter",School of Nursing,63,5
462,-1823.531,-917.9504,"Short, Nancy Munn",School of Nursing,63,18
463,-2882.6667,1053.7394,"Corazzini, Kirsten N",School of Nursing,63,5
464,-1655.0787,1536.8862,"Colon-Emeric, Cathleen Sellner",Medicine,39,5
465,-368.02728,558.61395,"Granger, Bradi Bartrug",School of Nursing,63,13
466,-176.18164,1983.238,"Galanos, Anthony Nicholas",Medicine,39,15
467,245.67036,-3006.2224,"Day, Lisa J",School of Nursing,63,11
468,-2941.5647,1272.1624,"Pinheiro, Sandro Oliveira",Medicine,39,5
469,-350.87012,2006.4393,"Steinhauser, Karen E.",Medicine,39,15
470,-966.37726,-396.7132,"Andolsek, Kathryn Marijoan",Community and Family Medicine,14,6
471,612.0892,1645.2422,"Frush, Karen Sue Hamilton",Pediatrics,48,15
472,-579.8246,2649.363,"Griffith, Brian Carey",Medicine,39,7
473,-440.83188,2680.7395,"Stephany, Alyssa Marie",Pediatrics,48,7
474,-92.42904,1115.2648,"Dzau, Victor J.",Medicine,39,7
475,-258.78046,1321.8232,"Murphy, Gwendolyn Curtis",Community and Family Medicine,14,13
476,-763.49335,9.813117,"Nagler, Alisa",Medical Education,38,6
477,-547.2504,2840.0142,"Weinerth, John Louis",Surgery,68,7
478,-707.5412,93.266884,"Boggan, Joel",Medicine,39,2
479,1638.2732,-81.92193,"Andrews, Nancy Catherine",Pediatrics,48,2
480,-1316.8671,-288.84518,"Angold, Adrian Christopher",Psychiatry,54,6
481,-1377.2653,-266.65594,"Copeland, William Everett",Psychiatry,54,6
482,-1349.2623,-371.40167,"Costello, Elizabeth Jane",Psychiatry,54,6
483,-1283.1581,-415.41202,"Egger, Helen Link",Psychiatry,54,6
484,-727.07776,-1037.5145,"Erkanli, Alaattin",Biostatistics & Bioinformatics,9,18
485,-1193.9934,-441.94702,"Patkar, Ashwin Anand",Psychiatry & Behavioral Sciences,55,8
486,956.05206,-829.6751,"Angrist, Misha",Social Science Research Institute,65,11
487,1569.3002,-1007.75433,"Davis, Erica Ellen",Pediatrics,48,11
488,1475.1727,-972.0085,"Jiang, Yong-Hui",Pediatrics,48,11
489,869.5641,-428.00198,"Kawamoto, Kensaku",Community and Family Medicine,14,11
490,-803.0431,98.03369,"Lobach, David Franklin",Community and Family Medicine,14,3
491,2165.894,1148.6879,"Olsen, Elise Arline",Dermatology,18,16
492,-2561.4683,1885.2229,"Felker, Gary Michael",Medicine,39,8
493,390.16724,517.4925,"Patel, Uptal Dinesh",Medicine,39,9
494,-1077.8823,683.4911,"Cowper, Patricia Agnes",Medicine,39,8
495,-764.4297,-1490.6141,"Chu, Vivian Hou",Medicine,39,17
496,-807.7563,-1408.3295,"Corey, Gordon Ralph",Medicine,39,17
497,-1782.5791,907.20026,"Crowley, Anna Lisa Chamis",Medicine,39,8
498,-154.9566,-575.57086,"Holland, Thomas Lawrence",Medicine,39,8
499,-2191.748,1260.2877,"Samad, Zainab",Medicine,39,8
500,-1509.2223,817.1406,"Morrison, Lake Daniel",Medicine,39,8
501,974.21967,307.93033,"Sundy, John Sargent",Medicine,39,0
502,-28.499184,1679.5029,"Reed, Shelby Derene",Medicine,39,15
503,592.4992,-344.44382,"Anthony, Kelly Kosobucki",Psychiatry,54,0
504,526.26355,-391.47354,"Schanberg, Laura Eve",Pediatrics,48,0
505,772.89374,1388.2251,"Bonner, Melanie Jean",Psychiatry,54,15
506,-2961.9055,11.408402,"Anton, James J.",Fuqua School of Business,30,10
507,-2958.6143,-124.342735,"Lewis, Tracy R.",Fuqua School of Business,30,10
508,-1359.2872,-827.6507,"Appelbaum, Lawrence Gregory",Psychiatry & Behavioral Sciences,55,18
509,-1814.811,-351.21182,"Woldorff, Marty G.",Psychiatry & Behavioral Sciences,55,18
510,-238.95956,689.1388,"Applegate, Katherine Lynn",Psychiatry & Behavioral Sciences,55,13
511,-437.6023,583.3114,"Grant, John Palmer",Surgery,68,13
512,-615.89417,1456.2603,"Friedman, Kelli E.",Psychiatry & Behavioral Sciences,55,18
513,-741.4327,1497.2394,"Portenier, Dana Dale",Surgery,68,18
514,-832.7202,-806.7527,"Aquino, Wilkins",Civil and Environmental Engineering,12,6
515,1261.1118,926.81433,"Arcasoy, Murat Osman",Medicine,39,1
516,1446.2485,935.88464,"Boswell, Elizabeth Louise",Pathology,47,16
517,1614.4833,930.5567,"Wang, Endi",Pathology,47,16
518,-1465.705,-1056.3315,"Arce, Ayana T",Physics,51,6
519,-1240.2765,-1148.7507,"Oh, Seog",Physics,51,6
520,-1311.634,-986.42303,"Kotwal, Ashutosh V.",Physics,51,6
521,-1384.5745,-1126.4187,"Goshaw, Alfred T.",Physics,51,6
522,-1380.6635,-1040.9774,"Kruse, Mark Charles",Physics,51,6
523,1646.5167,54.61142,"Archer, Gerald Edward",Surgery,68,2
524,1395.2462,1269.3683,"Desjardins, Annick",Neurology,43,15
525,1333.316,1338.6398,"Friedman, Henry Seth",Surgery,68,15
526,1055.5585,1238.2942,"Sampson, John Howard",Surgery,68,15
527,1055.8307,281.01816,"Nair, Smita Kesavan",Surgery,68,15
528,837.802,412.7741,"Reap, Elizabeth",Surgery,68,15
529,1168.352,-235.5769,"Tedder, Thomas Fletcher",Immunology,33,9
530,1029.4471,110.29518,"Dannull, Jens O.",Surgery,68,16
531,1999.3802,-474.72705,"Kuan, Chien-Tsun",Pathology,47,2
532,2022.9875,-892.8604,"Weinhold, Kent James",Surgery,68,2
533,-3023.535,-4257.9844,"Arcidiacono, Peter S.",Economics,24,10
534,-3073.6597,-4235.9365,"Khan, Shakeeb",Economics,24,10
535,-921.62103,-28.559477,"Vigdor, Jacob L.",Sanford School of Public Policy,61,6
536,-2750.5535,-328.39554,"Hotz, V. Joseph",Economics,24,10
537,652.76306,910.3016,"Arepally, Gowthami Morey",Medicine,39,1
538,-112.491356,-1829.3408,"Wiesner, Mark",Civil and Environmental Engineering,12,11
539,-1009.0193,1498.874,"Welsby, Ian James",Anesthesiology,2,3
540,1417.8641,246.91254,"Palmer Jr., Scott Michael",Medicine,39,9
541,-1547.5219,-1612.6354,"Ariely, Dan",Fuqua School of Business,30,12
542,-1118.3135,-119.514,"Luce, Mary Frances",Fuqua School of Business,30,12
543,-173.04697,1165.4613,"Cohen, Harvey Jay",Medicine,39,15
544,-1427.4608,1489.043,"Whitson, Heather Elizabeth",Medicine,39,1
545,-3019.1355,-243.31752,"Huber, Joel C.",Fuqua School of Business,30,10
546,-687.81635,965.36346,"Shah, Ankoor",Medicine,39,3
547,-3142.1096,-181.86638,"Arlotto, Alessandro",Fuqua School of Business,30,10
548,652.5726,-995.9433,"Armaleo, Daniele",Biology,7,17
549,773.1252,-1108.4276,"Lutzoni, Francois M.",Biology,7,17
550,1158.2603,352.81253,"Armstrong, Andrew John",Medicine,39,4
551,623.15216,-732.567,"Garcia-Blanco, Mariano Agustin",Molecular Genetics and Microbiology,40,17
552,845.69855,498.1837,"Madden, John Francis",Pathology,47,4
553,949.30316,869.021,"Freedland, Stephen Jay",Surgery,68,4
554,1017.2739,938.6755,"Koontz, Bridget Fey",Radiation Oncology,57,4
555,1560.0098,1882.7368,"Lee, William Robert",Radiation Oncology,57,15
556,969.1461,784.72644,"Moul, Judd Wendell",Surgery,68,4
557,876.8613,804.74976,"Polascik, Thomas James",Surgery,68,4
558,1044.2186,737.07355,"Robertson, Cary Nobles",Surgery,68,4
559,243.46414,512.50146,"Halabi, Susan",Biostatistics & Bioinformatics,9,1
560,503.3239,658.4613,"Zaas, David William",Medicine,39,9
561,657.17365,2274.6924,"Jaffe, Tracy Anne",Radiology,58,7
562,55.564293,913.7986,"Armstrong, Brenda Estelle",Pediatrics,48,13
563,971.08716,-737.3188,"Armstrong, Michael Brannon",Pediatrics,48,11
564,1122.3478,800.36835,"Lavau, Catherine Praxede",Pediatrics,48,1
565,1176.6559,863.8587,"Wechsler, Daniel Steven Gary",Pediatrics,48,1
566,171.19911,450.00714,"Armstrong, Sarah Commisso",Pediatrics,48,2
567,-273.8835,919.47186,"Silberberg, Mina Ruth",Community and Family Medicine,14,13
568,123.12329,112.56904,"Kemper, Alex Randall",Pediatrics,48,2
569,-852.85474,1617.3881,"Ostbye, Truls",Community and Family Medicine,14,18
570,315.55112,467.2163,"Mangarelli, Caren",Pediatrics,48,2
571,-814.54565,1921.1605,"Aronson, Solomon",Anesthesiology,2,3
572,-157.15129,1066.6508,"Babyak, Michael Alan",Psychiatry & Behavioral Sciences,55,15
573,-601.44904,1055.3167,"Blumenthal, James Alan",Psychiatry & Behavioral Sciences,55,15
574,-860.8919,1082.11,"D'Amico, Thomas Anthony",Surgery,68,3
575,-991.87103,775.92377,"Del Rio, Jose Mauricio",Anesthesiology,2,3
576,-1555.3385,1588.7092,"Gaca, Jeffrey Giles",Surgery,68,3
577,-1096.5337,1686.831,"Harpole Jr., David Harold",Surgery,68,3
578,-1517.4469,1483.4287,"Hughes IV, George Charles",Surgery,68,3
579,-1454.4679,1585.0609,"Lodge, Andrew James",Surgery,68,3
580,-948.3672,2396.6294,"Nicoara, Alina",Anesthesiology,2,3
581,-778.67267,339.92786,"Sketch Jr., Michael Hugh",Medicine,39,8
582,-1123.5303,2467.5156,"Stafford-Smith, Mark",Anesthesiology,2,3
583,1787.6387,-619.24963,"Strittmatter, Warren James",Neurology,43,11
584,-652.5225,1814.2792,"Swaminathan, Madhav",Anesthesiology,2,3
585,-856.6806,1183.064,"Tong, Betty Caroline",Surgery,68,3
586,-1112.4277,2353.0725,"Fontes, Manuel Lopes",Anesthesiology,2,3
587,-625.0585,1362.4689,"Cherry, Anne",Anesthesiology,2,3
588,4542.8613,2496.7827,"Arora, Ashish",Fuqua School of Business,30,12
589,4575.653,2581.9895,"Belenzon, Sharon",Fuqua School of Business,30,12
590,1976.955,766.3752,"Arshavsky, Vadim Yurjevich",Ophthalmology,45,16
591,2297.3628,-3173.933,"Farsiu, Sina",Ophthalmology,45,12
592,-1673.3307,-975.1131,"Caron, Marc G.",Cell Biology,10,18
593,-349.99734,-1247.0507,"Rebrik, Tatiana I",Ophthalmology,45,18
594,1974.4332,-3400.2566,"Izatt, Joseph A.",Biomedical Engineering,8,12
595,366.4944,-130.67348,"Aryal, Shambhu",Medicine,39,13
596,-895.8116,-115.63756,"Asher, Steven R.",Psychology and Neuroscience,56,6
597,-247.0705,848.06976,"Ashley, Patricia Lynn",Pediatrics,48,8
598,-525.7712,1007.6429,"Bidegain, Margarita",Pediatrics,48,8
599,-263.8352,1143.6322,"Cotten, Charles Michael",Pediatrics,48,8
600,-1133.585,-489.14932,"Krishnan, K. Ranga Rama",Psychiatry & Behavioral Sciences,55,8
601,-633.7117,53.788532,"MacFall, James R.",Radiology,58,8
602,-1217.228,-358.33252,"Steffens, David Carl",Psychiatry & Behavioral Sciences,55,8
603,-1553.544,252.6366,"Brummett, Beverly H.",Psychiatry & Behavioral Sciences,55,18
604,-1603.8239,173.52069,"Siegler, Ilene C.",Psychiatry & Behavioral Sciences,55,18
605,-1252.5526,259.3342,"Williams Jr., Redford B.",Psychiatry & Behavioral Sciences,55,18
606,1132.6669,-324.8241,"Miranda, Marie Lynn",Environmental Sciences and Policy,28,11
607,-388.57016,466.27548,"Swamy, Geeta Krishna",Obstetrics and Gynecology,44,3
608,-99.362366,367.8904,"De Castro, Laura Martina",Medicine,39,13
609,144.12413,366.4962,"Telen, Marilyn Jo",Medicine,39,13
610,-227.97777,-508.19772,"Beyer, John Leslie",Psychiatry & Behavioral Sciences,55,8
611,-939.4338,-190.60884,"Kuchibhatla, Maragatha",Biostatistics & Bioinformatics,9,8
612,1239.103,-1080.8481,"Lee, Tih-Shih Warren",Psychiatry & Behavioral Sciences,55,4
613,-759.0733,1196.6652,"Fuemmeler, Bernard Frank",Community and Family Medicine,14,18
614,-1885.2036,-771.3512,"McClernon, Francis Joseph",Psychiatry & Behavioral Sciences,55,18
615,-1453.2681,-471.7495,"Wang, Lihong",Psychiatry & Behavioral Sciences,55,8
616,-1090.3706,-242.26476,"Payne, Martha Elizabeth",Psychiatry & Behavioral Sciences,55,8
617,-1732.9822,109.88032,"Hoyle, Rick",Psychology and Neuroscience,56,18
618,-1699.517,192.33208,"Richman, Laura Smart",Psychology and Neuroscience,56,18
619,-2190.2898,-821.7224,"Royal, Charmaine D. M.",African and African American Studies,1,18
620,-27.473608,122.107796,"Dunson, David B.",Statistical Science,67,1
621,145.28703,761.8491,"Enterline, David Scott",Radiology,58,7
622,-157.50754,-385.93518,"Fuchs, Herbert Edgar",Surgery,68,8
623,-404.9695,162.58656,"Hauser, Elizabeth Rebecca",Biostatistics & Bioinformatics,9,8
624,-946.099,-259.4005,"Ashton, Kathleen",School of Nursing,63,6
625,-871.2592,-249.7853,"Oermann, Marilyn Haag",School of Nursing,63,6
626,-643.03033,-709.08905,"Ashton, Robert H.",Fuqua School of Business,30,6
627,-4607.894,-3234.6985,"Plesser, M. Ronen",Physics,51,6
628,2124.4907,-3263.1577,"Bhatti, M. Tariq",Ophthalmology,45,12
629,2087.2542,-2969.0933,"El-Dairi, Mays Antoine",Ophthalmology,45,12
630,2345.7263,-3399.7166,"Freedman, Sharon Fridovich",Ophthalmology,45,12
631,1999.9902,-3285.015,"Gupta, Preeya Kshettry",Ophthalmology,45,12
632,2605.967,-3558.859,"Wallace, David Keith",Ophthalmology,45,12
633,873.00104,-1287.759,"Thakur, Mugdha Ekanath",Psychiatry & Behavioral Sciences,55,11
634,-616.4866,2953.5684,"Astrachan, Owen L.",Computer Science,15,7
635,-820.7015,-524.4593,"Atkins, Jed W.",Classical Studies,13,6
636,823.9727,42.619705,"Attarian, David Edward",Orthopaedics,46,8
637,-179.38234,1466.9309,"McKee, Daphne Connelly",Psychiatry & Behavioral Sciences,55,15
638,1286.28,96.21253,"Kelley, Scott Streater",Orthopaedics,46,0
639,855.0488,126.78969,"Wellman, Samuel S.",Orthopaedics,46,8
640,727.00946,124.821785,"Grant, Stuart Alan",Anesthesiology,2,8
641,-1789.5051,817.1659,"Green, Cynthia Lea",Biostatistics & Bioinformatics,9,8
642,269.37573,-145.25233,"Attix, Deborah Koltai",Psychiatry & Behavioral Sciences,55,4
643,-301.32193,475.62506,"Smith, Patrick J",Psychiatry & Behavioral Sciences,55,18
644,1384.5719,-816.4295,"Radtke, Rodney Allan",Neurology,43,4
645,203.11456,-93.20385,"Hayden, Kathleen M.",Psychiatry & Behavioral Sciences,55,8
646,1259.9977,-1172.5323,"Atwater, Amber Reck",Dermatology,18,4
647,-1353.3094,-158.05972,"Hall III, Russell P.",Dermatology,18,8
648,367.95462,1633.3466,"Kim, Han Woong",Medicine,39,7
649,1802.9364,211.8954,"Auten Jr., Richard Lambert",Pediatrics,48,9
650,2114.1133,-32.022293,"Sheng, Huaxin",Anesthesiology,2,9
651,1761.0403,-281.05478,"Warner, David Samuel",Anesthesiology,2,9
652,2200.9016,107.72412,"Foster, Matthew Wolf",Medicine,39,9
653,2133.6504,175.35344,"Marshall III, Harvey Edwin",Medicine,39,9
654,1969.074,514.8518,"McMahon, Timothy Joseph",Medicine,39,9
655,-120.48355,-1325.7769,"Bilbo, Staci D.",Psychology and Neuroscience,56,18
656,-179.5928,-138.17082,"Babu, Shivnath",Computer Science,15,15
657,-1190.5065,-603.6675,"Munagala, Kamesh",Computer Science,15,5
658,-914.6917,441.06192,"Sherwood, Andrew",Psychiatry & Behavioral Sciences,55,18
659,-382.84518,-393.4033,"Doraiswamy, Pudugramam Murali",Psychiatry & Behavioral Sciences,55,8
660,72.63603,401.58572,"Hoffman, Benson Mark",Psychiatry & Behavioral Sciences,55,9
661,-2135.3557,1636.7772,"Bowers, Margaret Therese",School of Nursing,63,8
662,-1058.5135,923.8041,"Watkins, Lana L.",Psychiatry & Behavioral Sciences,55,18
663,-888.86096,-397.99707,"Georgiades, Anastasia Zoe Elsa",Psychiatry & Behavioral Sciences,55,8
664,-1214.1128,181.79398,"Surwit, Richard Samuel",Psychiatry & Behavioral Sciences,55,18
665,-23.009607,1527.1667,"Caldwell, David S.",Medicine,39,15
666,1299.6025,-99.497406,"Guilak, Farshid",Orthopaedics,46,0
667,-202.72942,1553.0505,"Rice, John Russell",Medicine,39,15
668,1882.2571,159.94385,"Martinu, Tereza",Medicine,39,9
669,-1076.5316,-40.73826,"Jiang, Wei",Psychiatry & Behavioral Sciences,55,8
670,-1928.5061,1720.7456,"Schocken, Douglas David",Medicine,39,8
671,1947.4884,9.7253475,"Welty-Wolf, Karen Elizabeth",Medicine,39,9
672,-306.5823,-146.91167,"Browndyke, Jeffrey Nicholas",Psychiatry & Behavioral Sciences,55,8
673,802.44806,-377.48325,"Burke, James Robert",Neurology,43,8
674,1696.7396,853.516,"Bachelder, Robin Elizabeth",Pathology,47,16
675,1589.7532,835.6981,"Geradts, Joseph",Pathology,47,16
676,544.53656,-84.087326,"Osada, Takuya",Surgery,68,15
677,817.17365,204.24887,"Pizzo, Salvatore Vincent",Pathology,47,4
678,110.397606,517.70294,"Badea, Alexandra",Radiology,58,7
679,198.97961,846.78516,"Johnson, G. Allan",Radiology,58,7
680,1114.0804,-74.0768,"Driehuys, Bastiaan",Radiology,58,9
681,484.6624,1938.0138,"Badea, Cristian Tudorel",Radiology,58,7
682,321.3033,1273.6458,"Hedlund, Laurence William",Radiology,58,7
683,455.02136,1663.5513,"Zhang, Xiaofeng",Radiology,58,7
684,1149.4695,1160.5503,"Kirsch, David Guy",Radiation Oncology,57,15
685,204.0616,-2528.7397,"Therien, Michael J.",Chemistry,11,11
686,1762.2184,1708.5663,"Das, Shiva Kumar",Radiation Oncology,57,15
687,1099.9309,509.91638,"Bae, Jonathan Gregory",Medicine,39,15
688,1078.5009,648.7072,"Shah, Nirmish Ramesh",Medicine,39,15
689,847.99817,1972.7692,"Bagley, Carlos Antonio",Surgery,68,7
690,813.64264,-241.74358,"Haglund, Michael Martin",Surgery,68,4
691,993.4117,2180.754,"Isaacs, Robert Eric",Surgery,68,7
692,932.4624,1991.3424,"Gottfried, Oren N",Surgery,68,7
693,1342.0844,-881.39307,"Husain, Aatif Mairaj",Neurology,43,4
694,836.9637,1787.3099,"Brown, Christopher Robert",Orthopaedics,46,7
695,842.78674,1879.9072,"Grossi, Peter Michael",Surgery,68,7
696,759.4865,1842.7974,"Richardson, William James",Orthopaedics,46,7
697,935.15247,1879.6088,"Lad, Shivanand",Surgery,68,7
698,1615.369,-2154.2754,"Bagnat, Michel",Cell Biology,10,17
699,434.77338,124.09061,"Wolf, Patrick D.",Biomedical Engineering,8,4
700,-2024.6528,1674.8179,"Judd, Robert Martin",Medicine,39,8
701,-1942.4521,1614.2737,"Klem, Igor",Medicine,39,8
702,-3088.7622,1263.9753,"Gilliss, Catherine Lynch",School of Nursing,63,5
703,1251.7223,1292.4169,"Champagne, Mary Thomson",School of Nursing,63,15
704,-262.7902,774.59894,"Rice, Henry Elliot",Surgery,68,8
705,947.667,1198.4696,"Bailey-Cooner, Heatherlee",Surgery,68,13
706,2161.3604,-804.9638,"Bain, James R.",Medicine,39,2
707,-633.0408,458.83484,"Huffman, Kim Marie",Medicine,39,8
708,-795.6821,500.79147,"Slentz, Cris Allan",Medicine,39,8
709,-979.2179,504.278,"Morey, Miriam C.",Medicine,39,8
710,1290.7693,-2008.7915,"Taylor, Gregory Alan",Medicine,39,17
711,33.641544,790.0679,"Batch, Bryan Courtney",Medicine,39,18
712,777.59576,-35.148514,"Patel, Mahesh",Medicine,39,2
713,2024.1494,-738.67535,"Koves, Timothy Robert",Medicine,39,2
714,2270.357,-751.074,"Muoio, Deborah Marie",Medicine,39,2
715,1364.8911,-455.56534,"Freemark, Michael Scott",Pediatrics,48,13
