id,size,name,mod_class,department,dept_id,x,y,fixed
619,41.3,"Royal, Charmaine D. M.",6,African and African American Studies,1,-206.03,1741.76,TRUE
620,40.0,"Dunson, David B.",6,Statistical Science,67,1981.33,1373.18,TRUE
621,40.0,"Enterline, David Scott",2,Radiology,58,-26.65,384.85,TRUE
622,41.2,"Fuchs, Herbert Edgar",2,Surgery,68,1310.32,-52.46,TRUE
623,40.8,"Hauser, Elizabeth Rebecca",2,Biostatistics & Bioinformatics,9,1265.03,1189.21,TRUE
624,44.8,"Ashton, Kathleen",4,School of Nursing,63,-3951.85,-4206.98,TRUE
625,40.6,"Oermann, Marilyn Haag",12,School of Nursing,63,-39.11,883.99,TRUE
626,52.3,"Ashton, Robert H.",5,Fuqua School of Business,30,-1775.52,-1695.81,TRUE
627,42.3,"Plesser, M. Ronen",9,Physics,51,-5964.76,1182.60,TRUE
628,40.4,"Bhatti, M. Tariq",7,Ophthalmology,45,-276.86,1927.39,TRUE
629,41.3,"El-Dairi, Mays Antoine",7,Ophthalmology,45,-216.09,2165.11,TRUE
630,40.4,"Freedman, Sharon Fridovich",7,Ophthalmology,45,-91.46,2517.44,TRUE
631,40.2,"Gupta, Preeya Kshettry",4,Ophthalmology,45,-2550.21,-2444.44,TRUE
632,41.7,"Wallace, David Keith",7,Ophthalmology,45,223.97,1815.48,TRUE
633,42.5,"Thakur, Mugdha Ekanath",4,Psychiatry & Behavioral Sciences,55,-4469.38,-4697.95,TRUE
634,41.9,"Astrachan, Owen L.",8,Computer Science,15,-2490.43,1372.08,TRUE
635,40.6,"Atkins, Jed W.",9,Classical Studies,13,-8128.83,-3543.70,TRUE
636,40.8,"Attarian, David Edward",3,Orthopaedics,46,1424.18,4089.78,TRUE
637,45.2,"McKee, Daphne Connelly",6,Psychiatry & Behavioral Sciences,55,465.31,1953.70,TRUE
638,42.3,"Kelley, Scott Streater",3,Orthopaedics,46,1075.14,3552.96,TRUE
639,41.0,"Wellman, Samuel S.",3,Orthopaedics,46,1420.29,3968.31,TRUE
640,41.2,"Grant, Stuart Alan",10,Anesthesiology,2,-449.90,612.20,TRUE
641,45.0,"Green, Cynthia Lea",0,Biostatistics & Bioinformatics,9,1844.48,556.09,TRUE
642,41.3,"Attix, Deborah Koltai",10,Psychiatry & Behavioral Sciences,55,-276.59,772.00,TRUE
643,40.0,"Smith, Patrick J",1,Psychiatry & Behavioral Sciences,55,121.39,1165.06,TRUE
644,42.1,"Radtke, Rodney Allan",6,Neurology,43,1346.57,1582.28,TRUE
645,42.3,"Hayden, Kathleen M.",6,Psychiatry & Behavioral Sciences,55,727.58,2930.51,TRUE
646,40.6,"Atwater, Amber Reck",5,Dermatology,18,-1854.68,-1499.05,TRUE
647,41.0,"Hall III, Russell P.",6,Dermatology,18,1231.32,1563.79,TRUE
648,40.2,"Kim, Han Woong",1,Medicine,39,618.97,1486.65,TRUE
649,40.2,"Auten Jr., Richard Lambert",1,Pediatrics,48,549.49,33.19,TRUE
650,40.0,"Sheng, Huaxin",2,Anesthesiology,2,1550.39,150.42,TRUE
651,40.0,"Warner, David Samuel",2,Anesthesiology,2,1655.04,880.08,TRUE
652,40.4,"Foster, Matthew Wolf",2,Medicine,39,2313.88,-1284.61,TRUE
653,41.0,"Marshall III, Harvey Edwin",1,Medicine,39,1296.54,-1492.12,TRUE
654,40.0,"McMahon, Timothy Joseph",10,Medicine,39,160.48,-275.85,TRUE
655,42.1,"Bilbo, Staci D.",6,Psychology and Neuroscience,56,1201.91,1561.27,TRUE
656,69.7,"Babu, Shivnath",6,Computer Science,15,1794.66,2766.95,TRUE
657,40.0,"Munagala, Kamesh",6,Computer Science,15,221.36,1629.33,TRUE
658,41.3,"Sherwood, Andrew",0,Psychiatry & Behavioral Sciences,55,-26.63,2227.89,TRUE
659,40.0,"Doraiswamy, Pudugramam Murali",6,Psychiatry & Behavioral Sciences,55,709.85,2749.09,TRUE
660,40.8,"Hoffman, Benson Mark",1,Psychiatry & Behavioral Sciences,55,630.71,232.58,TRUE
661,41.5,"Bowers, Margaret Therese",4,School of Nursing,63,-2892.89,-3472.24,TRUE
662,42.9,"Watkins, Lana L.",6,Psychiatry & Behavioral Sciences,55,22.69,1864.50,TRUE
663,44.8,"Georgiades, Anastasia Zoe Elsa",6,Psychiatry & Behavioral Sciences,55,324.82,2055.76,TRUE
664,40.6,"Surwit, Richard Samuel",6,Psychiatry & Behavioral Sciences,55,-41.41,1684.57,TRUE
665,46.7,"Caldwell, David S.",10,Medicine,39,-137.98,999.04,TRUE
666,40.0,"Guilak, Farshid",3,Orthopaedics,46,2003.35,1948.34,TRUE
667,47.9,"Rice, John Russell",5,Medicine,39,-1929.81,-903.26,TRUE
668,40.4,"Martinu, Tereza",1,Medicine,39,1215.77,-1270.07,TRUE
669,43.5,"Jiang, Wei",0,Psychiatry & Behavioral Sciences,55,1772.33,1040.53,TRUE
670,42.1,"Schocken, Douglas David",5,Medicine,39,-1448.22,-2064.30,TRUE
671,40.0,"Welty-Wolf, Karen Elizabeth",2,Medicine,39,1901.44,-2266.48,TRUE
672,40.0,"Browndyke, Jeffrey Nicholas",2,Psychiatry & Behavioral Sciences,55,1303.09,1642.41,TRUE
673,40.4,"Burke, James Robert",6,Neurology,43,761.23,2588.45,TRUE
674,43.6,"Bachelder, Robin Elizabeth",2,Pathology,47,1585.13,-1980.32,TRUE
675,41.3,"Geradts, Joseph",2,Pathology,47,1961.66,-1591.52,TRUE
676,40.8,"Osada, Takuya",2,Surgery,68,2286.69,-815.21,TRUE
677,40.2,"Pizzo, Salvatore Vincent",2,Pathology,47,2630.37,-2173.74,TRUE
678,42.1,"Badea, Alexandra",6,Radiology,58,1525.18,3035.98,TRUE
679,40.0,"Johnson, G. Allan",6,Radiology,58,1880.92,3237.86,TRUE
680,40.4,"Driehuys, Bastiaan",1,Radiology,58,1136.07,1013.09,TRUE
681,40.4,"Badea, Cristian Tudorel",1,Radiology,58,2925.43,2016.09,TRUE
682,40.6,"Hedlund, Laurence William",4,Radiology,58,-3114.66,-3865.86,TRUE
683,40.6,"Zhang, Xiaofeng",1,Radiology,58,818.18,1752.72,TRUE
684,40.0,"Kirsch, David Guy",1,Radiation Oncology,57,2601.24,469.89,TRUE
685,41.7,"Therien, Michael J.",6,Chemistry,11,2575.88,1789.50,TRUE
686,40.2,"Das, Shiva Kumar",1,Radiation Oncology,57,3294.99,2096.01,TRUE
687,41.5,"Bae, Jonathan Gregory",5,Medicine,39,-551.26,-1225.76,TRUE
688,41.3,"Shah, Nirmish Ramesh",1,Medicine,39,253.66,-241.13,TRUE
689,40.8,"Bagley, Carlos Antonio",6,Surgery,68,1775.98,3023.01,TRUE
690,40.0,"Haglund, Michael Martin",2,Surgery,68,1073.24,919.69,TRUE
691,41.3,"Isaacs, Robert Eric",6,Surgery,68,832.46,2750.81,TRUE
692,41.5,"Gottfried, Oren N",6,Surgery,68,1409.49,3019.25,TRUE
693,42.7,"Husain, Aatif Mairaj",6,Neurology,43,1579.12,1835.07,TRUE
694,40.2,"Brown, Christopher Robert",3,Orthopaedics,46,903.94,3418.31,TRUE
695,40.6,"Grossi, Peter Michael",5,Surgery,68,-1699.15,-1232.86,TRUE
696,40.4,"Richardson, William James",10,Orthopaedics,46,231.38,2180.05,TRUE
697,40.4,"Lad, Shivanand",6,Surgery,68,1557.85,2924.72,TRUE
698,41.0,"Bagnat, Michel",6,Cell Biology,10,1744.92,1370.58,TRUE
699,41.5,"Wolf, Patrick D.",6,Biomedical Engineering,8,1998.60,3220.71,TRUE
700,40.2,"Judd, Robert Martin",0,Medicine,39,687.69,419.42,TRUE
701,40.0,"Klem, Igor",1,Medicine,39,-94.83,744.32,TRUE
702,41.7,"Gilliss, Catherine Lynch",12,School of Nursing,63,-1441.75,1543.51,TRUE
703,40.0,"Champagne, Mary Thomson",12,School of Nursing,63,-1805.87,1067.15,TRUE
704,40.0,"Rice, Henry Elliot",1,Surgery,68,-657.64,161.80,TRUE
705,40.2,"Bailey-Cooner, Heatherlee",11,Surgery,68,-821.46,-2050.54,TRUE
706,40.8,"Bain, James R.",2,Medicine,39,1950.56,903.75,TRUE
707,41.0,"Huffman, Kim Marie",2,Medicine,39,2089.25,-330.54,TRUE
708,45.9,"Slentz, Cris Allan",0,Medicine,39,930.92,1375.87,TRUE
709,40.6,"Morey, Miriam C.",0,Medicine,39,129.08,-72.26,TRUE
710,41.2,"Taylor, Gregory Alan",2,Medicine,39,2763.21,-1731.62,TRUE
711,40.2,"Batch, Bryan Courtney",0,Medicine,39,213.17,1503.98,TRUE
712,41.3,"Patel, Mahesh",0,Medicine,39,8.03,592.59,TRUE
713,40.2,"Koves, Timothy Robert",6,Medicine,39,1915.79,1275.47,TRUE
714,40.0,"Muoio, Deborah Marie",2,Medicine,39,2108.11,-215.33,TRUE
715,40.0,"Freemark, Michael Scott",10,Pediatrics,48,1129.45,496.09,TRUE
716,43.5,"Baker, Jay Alan",1,Radiology,58,-499.87,2342.03,TRUE
717,40.8,"Lo, Joseph Yuan-Chieh",1,Radiology,58,3075.59,2558.56,TRUE
718,41.7,"Ghate, Sujata Vijay",1,Radiology,58,219.03,2774.07,TRUE
719,41.0,"Kim, Connie Eunjung",5,Radiology,58,-2249.26,-1367.40,TRUE
720,40.4,"Samei, Ehsan",1,Radiology,58,846.94,2984.60,TRUE
721,43.1,"Soo, Mary Scott Campbell",1,Radiology,58,-246.36,2371.68,TRUE
722,40.4,"Walsh, Ruth",4,Radiology,58,-3470.12,-3395.06,TRUE
723,40.6,"Soher, Brian Joseph",10,Radiology,58,-319.39,1229.39,TRUE
724,40.0,"Bashir, Mustafa Shadi Rifaat",1,Radiology,58,-777.97,2515.48,TRUE
725,44.8,"Johnson, Karen Schwenk",1,Radiology,58,-918.04,948.00,TRUE
726,40.0,"Barnhart, Huiman Xie",1,Biostatistics & Bioinformatics,9,-172.71,1965.46,TRUE
727,41.2,"Mazurowski, Maciej A",1,Radiology,58,749.78,2850.74,TRUE
728,43.1,"Yoon, Sora Christina",1,Radiology,58,116.83,2348.58,TRUE
729,40.0,"Hwang, Eun-Sil Shelley",1,Surgery,68,2380.07,1055.81,TRUE
730,40.0,"Lyman, Gary Herbert",1,Medicine,39,2755.89,967.51,TRUE
731,53.2,"Baker, Paul A.",2,Earth and Ocean Sciences,23,2372.76,201.04,TRUE
732,44.6,"Li, Wenhong",6,Earth and Ocean Sciences,23,2713.10,1948.20,TRUE
733,41.7,"Balcells, Laia",5,Political Science,52,-544.05,-5.98,TRUE
734,45.6,"Baldwin, Steven W.",4,Chemistry,11,-3097.93,-3644.61,TRUE
735,42.9,"Bales, Connie Watkins",0,Medicine,39,-528.13,1956.19,TRUE
736,40.0,"Nelson, Rendon C.",1,Radiology,58,-779.19,2866.53,TRUE
737,41.5,"Bali, Deeksha Sarihyan",6,Pediatrics,48,2000.23,1885.62,TRUE
738,40.2,"Chen, Yuan-Tsong",2,Pediatrics,48,1807.81,311.73,TRUE
739,40.8,"Kishnani, Priya Sunil",6,Pediatrics,48,1801.29,1756.86,TRUE
740,41.0,"Koeberl, Dwight D.",6,Pediatrics,48,1706.47,2091.81,TRUE
741,41.9,"Sun, Baodong",10,Pediatrics,48,1271.95,710.83,TRUE
742,40.4,"Millington, David Stuart",10,Pediatrics,48,1501.51,940.58,TRUE
743,40.0,"Rehder, Rebeccah Catherine",1,Pathology,47,736.27,-42.02,TRUE
744,41.0,"Case, Laura Elizabeth",6,Community and Family Medicine,14,1187.22,1675.93,TRUE
745,40.4,"Young, Sarah Phyllis",2,Pediatrics,48,2091.98,383.40,TRUE
746,40.0,"Buckley, Anne Frances",10,Pathology,47,371.44,-231.49,TRUE
747,41.3,"Smith, Edward Clinton",10,Pediatrics,48,-65.06,660.02,TRUE
748,41.0,"Balleisen, Edward J.",5,History,32,-1456.93,-1632.51,TRUE
749,105.8,"Balseiro, Santiago Roman",5,Fuqua School of Business,30,-1272.97,-1019.61,TRUE
750,41.9,"Bandarenko III, Nicholas",10,Pathology,47,-361.21,673.93,TRUE
751,40.6,"Bennett-Guerrero, Elliott",0,Anesthesiology,2,327.45,-744.81,TRUE
752,41.7,"Goldberg, Ronald Norman",6,Pediatrics,48,1637.88,1713.56,TRUE
753,41.3,"Tanaka, David Timothy H.",5,Pediatrics,48,-2435.20,-1681.92,TRUE
754,43.3,"Banks, David L.",6,Statistical Science,67,978.12,1841.91,TRUE
755,41.3,"Bansal, Ravi",12,Fuqua School of Business,30,-3575.08,277.56,TRUE
756,43.8,"Barak, Lawrence Simeon",2,Cell Biology,10,2647.17,-1716.55,TRUE
757,42.5,"Mook Jr., Robert Anthony",2,Medicine,39,1747.78,197.30,TRUE
758,41.2,"Hobeika, Amy Claudine",1,Surgery,68,1551.31,472.94,TRUE
759,41.5,"Spector, Neil Lee",2,Medicine,39,2142.86,-1467.37,TRUE
760,41.2,"Baran, Dominika M",5,English,27,-2434.01,-2392.42,TRUE
761,40.4,"Baranger, Harold U.",6,Physics,51,2269.49,2218.24,TRUE
762,40.6,"Gauthier, Daniel J.",6,Physics,51,2601.03,2799.34,TRUE
763,41.2,"Finkelstein, Gleb",6,Physics,51,2370.78,1813.41,TRUE
764,40.0,"Barbeau, Phillip Spencer",10,Physics,51,479.22,1849.75,TRUE
765,42.3,"Barbeito, Atilio",0,Anesthesiology,2,-168.00,-539.18,TRUE
766,40.6,"Mark, Jonathan Ball",5,Anesthesiology,2,-1325.49,-1842.74,TRUE
767,40.8,"Schroeder, Rebecca Ann",5,Anesthesiology,2,-1060.71,-1379.98,TRUE
768,40.2,"Segall, Noa",12,Anesthesiology,2,-382.08,1450.14,TRUE
769,40.0,"Thornlow, Deirdre KIing",12,School of Nursing,63,-991.86,372.75,TRUE
770,40.2,"Barboriak, Daniel P.",1,Radiology,58,131.52,800.76,TRUE
771,40.2,"Petry, Neil Allen",9,Radiology,58,-7013.57,448.22,TRUE
772,42.3,"Zalutsky, Michael Rod",6,Radiology,58,1323.01,1673.32,TRUE
773,42.1,"Brizel, David Manfield",1,Radiation Oncology,57,3228.70,1491.24,TRUE
774,41.3,"Yoo, David Sung-Hyun",1,Radiation Oncology,57,3402.08,1882.00,TRUE
775,40.6,"Barfield, Raymond Carlton",1,Pediatrics,48,834.73,-225.77,TRUE
776,41.2,"Brandon, Debra Huffman",12,School of Nursing,63,-1568.49,1341.32,TRUE
777,40.0,"Barkauskas, Christina Eleanor",2,Medicine,39,2212.83,-1595.75,TRUE
778,41.2,"Hogan, Brigid L. M.",2,Cell Biology,10,2740.17,-2225.33,TRUE
779,40.6,"Barker, Piers Christopher Andrew",6,Pediatrics,48,1345.99,1023.65,TRUE
780,42.1,"Kanter, Ronald Jay",0,Pediatrics,48,1497.38,-1149.54,TRUE
781,48.2,"Kuller, Jeffrey Adam",6,Obstetrics and Gynecology,44,1438.14,2782.77,TRUE
782,41.9,"Campbell, Michael Jay",5,Pediatrics,48,-357.83,-681.93,TRUE
783,42.3,"Miller, Stephen Gary",0,Pediatrics,48,823.93,-633.42,TRUE
784,40.0,"Brancazio, Leo Richard",5,Obstetrics and Gynecology,44,-565.90,-1041.72,TRUE
785,43.8,"Cohen-Wolkowiez, Michael",6,Pediatrics,48,2044.86,2526.05,TRUE
786,41.7,"Fleming, Gregory Allan",0,Pediatrics,48,1298.42,-266.61,TRUE
787,40.0,"Li, Jennifer Shiunroh",0,Pediatrics,48,2973.48,-326.49,TRUE
788,41.5,"Kisslo, Joseph Andrew",6,Medicine,39,2272.16,1606.18,TRUE
789,40.4,"Marin, Daniele",1,Radiology,58,-31.88,2969.63,TRUE
790,42.5,"Carrico, Caroline Way Thompson",5,Radiology,58,-1213.95,304.92,TRUE
791,40.4,"Frush, Donald Paul",1,Radiology,58,-568.00,2763.17,TRUE
792,41.2,"Gaca, Ana Maria",5,Radiology,58,-1256.32,-1638.21,TRUE
793,40.2,"Maxfield, Charles Mason",1,Radiology,58,-1597.62,1695.65,TRUE
794,40.8,"Smith, Tony Preston",1,Radiology,58,-770.06,2658.75,TRUE
795,40.6,"Zomorodi, Ali Reza",6,Surgery,68,752.10,2369.47,TRUE
796,40.0,"Provenzale, James Michael",1,Radiology,58,-671.40,2496.37,TRUE
797,40.8,"Boll, Daniel Tobias",1,Radiology,58,-448.37,2456.60,TRUE
798,40.8,"Gupta, Rajan Tilak",1,Radiology,58,-687.52,2735.92,TRUE
799,43.5,"Ho, Lisa Mei-ling",1,Radiology,58,-899.87,2062.28,TRUE
800,40.2,"Christensen, Jared Dean",1,Radiology,58,-1178.50,2009.47,TRUE
801,41.3,"Koweek, Lynne Michelle Hurwitz",1,Radiology,58,-823.37,2275.91,TRUE
802,42.1,"Leder, Richard Adam",5,Radiology,58,-1493.53,-409.64,TRUE
803,40.0,"McAdams, Holman Page",6,Radiology,58,865.95,1440.23,TRUE
804,42.5,"Barr, Roger C.",5,Biomedical Engineering,8,-272.59,-501.10,TRUE
805,42.1,"Barros, Ana",6,Civil and Environmental Engineering,12,2007.47,2301.74,TRUE
806,40.6,"Ostermann, Jan",6,Duke Global Health Institute,21,176.71,2459.03,TRUE
807,40.2,"Thielman, Nathan Maclyn",6,Medicine,39,384.76,2654.00,TRUE
808,46.5,"Harmon, James Lester",5,School of Nursing,63,-151.87,-640.57,TRUE
809,42.3,"Goodman, Philip C.",5,Radiology,58,-1457.99,-99.09,TRUE
810,40.0,"Bartz, Raquel Rae",2,Anesthesiology,2,2007.57,-2225.35,TRUE
811,41.2,"Suliman, Hagir B.",2,Anesthesiology,2,2400.24,-2482.46,TRUE
812,40.6,"Miller, Chad Michael",4,Radiology,58,-3052.62,-2695.52,TRUE
813,40.0,"Howle, Laurens E.",12,Mechanical Engineering and Materials Science,37,-31.66,333.60,TRUE
814,40.6,"Jones, Harrison N.",10,Surgery,68,74.18,1116.42,TRUE
815,41.0,"Brennan, Todd Victor",1,Surgery,68,1097.08,-641.20,TRUE
816,42.3,"Ellis, Matthew Jay",1,Medicine,39,455.10,-328.34,TRUE
817,40.2,"Kim, Charles Yoon",1,Radiology,58,-68.11,2612.41,TRUE
818,40.8,"Seaman, Danielle Marie",1,Radiology,58,-767.99,2140.66,TRUE
819,40.6,"Czito, Brian Gary",1,Radiation Oncology,57,3511.43,1372.90,TRUE
820,42.7,"Suhocki, Paul Vincent",1,Radiology,58,-935.57,1251.84,TRUE
821,43.3,"Eastwood, James D.",1,Radiology,58,-880.76,2414.29,TRUE
822,40.0,"Hoang, Jenny K.",1,Radiology,58,-329.86,2720.12,TRUE
823,43.1,"Bashore, Thomas Michael",0,Medicine,39,1723.09,-1238.82,TRUE
824,44.6,"Kiefer, Todd Lee",0,Medicine,39,2681.03,-1003.04,TRUE
825,41.7,"Gehrig, Thomas Richard",5,Medicine,39,-1579.02,-2319.31,TRUE
826,64.2,"Bass, Cameron R.",6,Biomedical Engineering,8,760.73,1873.99,TRUE
827,116.7,"Capehart, Bruce Pinson",6,Psychiatry & Behavioral Sciences,55,1085.81,2333.21,TRUE
828,99.9,"Myers, Barry S.",6,Biomedical Engineering,8,1269.95,2430.77,TRUE
829,48.4,"Nightingale, Roger W",6,Biomedical Engineering,8,1821.39,2328.26,TRUE
830,41.3,"Bass, Steffen Ashraf",6,Physics,51,1522.12,2696.48,TRUE
831,41.0,"Mueller, Berndt",6,Physics,51,1377.94,2683.56,TRUE
832,41.7,"Wolpert, Robert L.",10,Statistical Science,67,-408.68,1773.79,TRUE
833,42.5,"Basurto, Xavier",6,Marine Science and Conservation,35,2095.19,2248.88,TRUE
834,40.2,"Bennett, Gary G.",0,Psychology and Neuroscience,56,596.95,2250.51,TRUE
835,41.2,"Edwards, Christopher Levon",6,Psychiatry & Behavioral Sciences,55,114.17,1954.39,TRUE
836,40.6,"Feinglos, Mark Neil",2,Medicine,39,1713.71,114.33,TRUE
837,40.0,"Spratt, Susan Elizabeth",5,Medicine,39,-1195.56,-481.77,TRUE
838,41.9,"Lakey, Wanda Cook",10,Medicine,39,523.84,519.19,TRUE
839,41.2,"Hammond II, William Edward",12,Community and Family Medicine,14,-430.46,1663.00,TRUE
840,40.4,"Richesson, Rachel L",12,School of Nursing,63,-210.45,1850.37,TRUE
841,41.0,"Batchelor-Aselage, Melissa Karen",12,School of Nursing,63,-963.70,-1616.61,TRUE
842,40.6,"Batinic-Haberle, Ines",6,Radiation Oncology,57,2132.59,1615.32,TRUE
843,40.8,"Spasojevic, Ivan",2,Medicine,39,2532.83,-654.29,TRUE
844,41.0,"Yan, Hai",2,Pathology,47,2784.48,-1526.79,TRUE
845,40.2,"Keir, Stephen Thomas",2,Surgery,68,2637.89,-1365.47,TRUE
846,41.7,"Zhang, Zhiquan",5,Anesthesiology,2,-1030.94,-1713.70,TRUE
847,40.4,"Devi, Gayathri R.",1,Surgery,68,2545.83,-138.20,TRUE
848,40.6,"Ramanujam, Nimmi",2,Biomedical Engineering,8,1977.28,-742.26,TRUE
849,40.2,"Owzar, Kouros",1,Biostatistics & Bioinformatics,9,1451.78,-170.81,TRUE
850,40.6,"Baugh, Larry Ryan",2,Biology,7,2308.16,-2252.12,TRUE
851,40.8,"Sherwood, David R.",6,Biology,7,2205.46,1536.21,TRUE
852,41.5,"Bayer, Patrick",12,Economics,24,-3276.77,501.91,TRUE
853,41.0,"Timmins, Christopher D.",12,Economics,24,-2582.49,663.85,TRUE
854,89.1,"Beale, J. Thomas",5,Mathematics,36,-1089.33,-877.81,TRUE
855,47.5,"Layton, Anita T.",6,Mathematics,36,1149.50,1130.27,TRUE
856,42.7,"Bean, Sarah Muntzing",1,Pathology,47,702.71,198.93,TRUE
857,42.9,"Jones, Claudia Kay",4,Pathology,47,-2452.59,-2938.69,TRUE
858,40.2,"Bentley, Rex Colle",1,Pathology,47,1544.69,-131.03,TRUE
859,41.0,"Robboy, Stanley J.",2,Pathology,47,524.97,-644.40,TRUE
860,42.5,"Buckley, Patrick Joseph",1,Pathology,47,765.95,-751.12,TRUE
861,40.6,"Beaven, Anne Wood",1,Medicine,39,2386.18,-41.61,TRUE
862,40.0,"Chao, Nelson Jen An",1,Medicine,39,1275.96,313.03,TRUE
863,40.8,"Chute, John Patrick",6,Medicine,39,1358.51,660.69,TRUE
864,41.9,"Gasparetto, Cristina",6,Medicine,39,1758.61,1676.42,TRUE
865,40.8,"Horwitz, Mitchell Eric",1,Medicine,39,1194.71,281.85,TRUE
866,40.0,"Lagoo, Anand Shreeram",1,Pathology,47,550.69,-883.72,TRUE
867,40.2,"Li, Zhiguo",1,Biostatistics & Bioinformatics,9,1377.20,-161.69,TRUE
868,41.7,"Long, Gwynn Douglas",6,Medicine,39,1805.68,1874.21,TRUE
869,40.2,"Peterson, Bercedis Leola",1,Biostatistics & Bioinformatics,9,1802.91,-465.39,TRUE
870,40.0,"Rizzieri, David Alan",1,Medicine,39,2001.95,-224.97,TRUE
871,41.5,"Storms, Robert William",10,Pediatrics,48,-1126.69,-390.37,TRUE
872,41.2,"Sullivan, Keith Michael",6,Medicine,39,1629.01,1925.90,TRUE
873,40.2,"Yang, Yiping",2,Medicine,39,2064.49,-1222.89,TRUE
874,41.2,"Diehl, Louis Frederic",1,Medicine,39,1964.57,-329.73,TRUE
875,40.0,"Kelsey, Christopher Ryan",1,Radiation Oncology,57,3651.89,1529.95,TRUE
876,40.0,"Dave, Sandeep S.",2,Medicine,39,2069.44,-2132.41,TRUE
877,41.2,"de Castro III, Carlos Manuel",1,Medicine,39,1912.19,-189.43,TRUE
878,40.4,"Moore, Joseph Odell",1,Medicine,39,2278.44,408.01,TRUE
879,41.2,"Becher, Oren Josh",2,Pediatrics,48,1829.04,-884.33,TRUE
880,41.0,"Gromeier, Matthias",2,Surgery,68,1903.08,-1778.66,TRUE
881,40.8,"Becker, Charles Maxwell",3,Economics,24,-1973.09,158.26,TRUE
882,42.3,"Voora, Deepak",0,Medicine,39,1833.56,131.49,TRUE
883,42.5,"Sullenger, Bruce Alan",2,Surgery,68,2421.59,-2042.95,TRUE
884,41.0,"Patel, Chetan B.",0,Medicine,39,3414.34,-514.26,TRUE
885,40.0,"Chi, Jen-Tsan Ashley",2,Molecular Genetics and Microbiology,40,2218.10,-2334.16,TRUE
886,41.9,"Dungan, Jennifer",12,School of Nursing,63,-1445.11,23.55,TRUE
887,40.4,"Wagner II, Henry Ryan",6,Psychiatry & Behavioral Sciences,55,577.36,3322.89,TRUE
888,41.0,"Rubin, David C.",6,Psychology and Neuroscience,56,1366.53,3476.36,TRUE
889,48.8,"Mitchell, John T",6,Psychiatry & Behavioral Sciences,55,400.77,2377.38,TRUE
890,41.2,"Van Voorhees, Elizabeth E.",6,Psychiatry & Behavioral Sciences,55,339.52,3337.47,TRUE
891,40.0,"Brancu, Mira",6,Psychiatry & Behavioral Sciences,55,-336.44,2476.27,TRUE
892,40.4,"Runnals, Jennifer J.",4,Psychiatry & Behavioral Sciences,55,-3263.75,-2877.50,TRUE
893,41.9,"Hertzberg, Michael Andrew",6,Psychiatry & Behavioral Sciences,55,-234.03,2487.59,TRUE
894,41.2,"Crawford, Eric F.",5,Psychiatry & Behavioral Sciences,55,-1208.68,-292.93,TRUE
895,40.0,"Ulmer, Christi S",10,Psychiatry & Behavioral Sciences,55,232.98,1951.49,TRUE
896,50.4,"Fulton, Jessica Jade",4,Psychiatry & Behavioral Sciences,55,-3715.54,-3417.22,TRUE
897,40.4,"Kudler, Harold Stephen",12,Psychiatry & Behavioral Sciences,55,-1380.14,1446.07,TRUE
898,40.6,"Marx, Christine Elizabeth",6,Psychiatry & Behavioral Sciences,55,333.88,3037.15,TRUE
899,40.2,"Morey, Rajendra A.",6,Psychiatry & Behavioral Sciences,55,807.24,3342.28,TRUE
900,45.4,"Nieuwsma, Jason A",6,Psychiatry & Behavioral Sciences,55,470.83,2608.88,TRUE
901,47.1,"Tupler, Larry A.",6,Psychiatry & Behavioral Sciences,55,89.91,2247.71,TRUE
902,41.9,"Weiner, Richard David",10,Psychiatry & Behavioral Sciences,55,-656.70,703.46,TRUE
903,41.5,"Bedlack, Richard Stanley",10,Neurology,43,-66.59,1110.11,TRUE
904,40.8,"Yao, Tso-Pang",2,Pharmacology & Cancer Biology,49,1648.46,-1498.39,TRUE
905,42.5,"Modrich, Paul L.",2,Biochemistry,6,2675.82,-1835.63,TRUE
906,40.2,"Behringer, Robert P.",9,Physics,51,-1269.01,1923.49,TRUE
907,41.5,"Bejan, Adrian",6,Mechanical Engineering and Materials Science,37,2092.59,3002.69,TRUE
908,41.9,"Bejsovec, Amy",10,Biology,7,721.64,78.69,TRUE
909,42.9,"Bellet, Jane Sanders",5,Dermatology,18,-416.98,-325.83,TRUE
910,42.7,"Prose, Neil Stuart",10,Dermatology,18,529.93,226.91,TRUE
911,40.4,"Wolfe, Sarah Ann",5,Dermatology,18,-1538.85,-2016.82,TRUE
912,40.0,"Belloni, Alexandre",9,Fuqua School of Business,30,-4357.66,1045.76,TRUE
913,42.9,"Bendich, Paul L",9,Mathematics,36,-6694.38,876.57,TRUE
914,40.4,"Harer, John",9,Mathematics,36,-5907.21,1050.33,TRUE
915,40.0,"Benfey, Philip N.",2,Biology,7,3056.95,-886.20,TRUE
916,44.8,"Tomasi, Carlo",6,Computer Science,15,1815.61,2270.99,TRUE
917,40.4,"Ohler, Uwe",2,Biostatistics & Bioinformatics,9,2718.68,-1630.70,TRUE
918,42.7,"Mitchell-Olds, Thomas",2,Biology,7,3167.14,790.68,TRUE
919,43.5,"Watt, Kevin Michael",6,Pediatrics,48,1520.39,2036.40,TRUE
920,41.0,"Martin, Paul Langlie",1,Pediatrics,48,1273.61,87.96,TRUE
921,41.0,"Steinbach, William J.",6,Pediatrics,48,1624.81,1240.36,TRUE
