id,x,y,author,dept,dept_id
384,1387.9069,307.60672,"Feng, Liping",Obstetrics and Gynecology,44
385,1599.4257,455.9797,"Murtha, Amy Patricia",Obstetrics and Gynecology,44
386,-728.17346,818.55145,"Allingham, Robert Rand",Ophthalmology,45
387,-990.6254,328.72394,"Challa, Pratap",Ophthalmology,45
388,-3265.3977,2169.0083,"Herndon Jr., Leon Walker",Ophthalmology,45
389,-643.9494,975.3165,"Liu, Yutao",Medicine,39
390,-674.20544,897.1339,"Katsanis, Nicholas",Cell Biology,10
391,-580.54834,94.95236,"Klintworth, Gordon Kenneth",Pathology,47
392,-2158.165,1152.5554,"Bowes Rickman, Catherine",Ophthalmology,45
393,-1485.4302,901.77734,"Asrani, Sanjay Girdhari",Ophthalmology,45
394,991.86786,2123.1194,"Klitzman, Bruce",Surgery,68
395,-549.8725,342.09973,"Rosdahl, Jullia Ann",Ophthalmology,45
396,-790.10406,81.98837,"Chiba-Falek, Ornit",Neurology,43
397,-854.9259,251.47672,"Roses, Allen D.",Neurology,43
398,-1024.2578,692.3818,"Welsh-Bohmer, Kathleen Anne",Psychiatry & Behavioral Sciences,55
399,383.57236,382.92233,"Whitfield, Keith E.",Psychology and Neuroscience,56
400,-455.78552,309.2793,"McKinnon, Stuart James",Ophthalmology,45
401,-3455.1223,2175.8865,"Muir, Kelly Walton",Ophthalmology,45
402,-881.20935,870.62933,"Young, Terri Lois",Ophthalmology,45
403,-707.79614,933.0743,"Stamer, W Daniel",Ophthalmology,45
404,-601.2826,687.90265,"Oh, Edwin",Neurology,43
405,-434.27737,1593.1317,"Alman, Benjamin Aaron",Orthopaedics,46
406,-452.0444,139.04895,"Almekinders, Louis Cornelis",Orthopaedics,46
407,-1633.9484,-1699.5399,"Alspaugh II, James Andrew",Medicine,39
408,1285.0133,-980.52924,"Cox, Gary Matthew",Medicine,39
409,972.4546,-991.18945,"Stout, Jason Eric",Medicine,39
410,-1918.3287,-187.15662,"Beese, Lorena Sue",Biochemistry,6
411,-2082.2869,-150.55865,"Hellinga, Homme Wytzes",Biochemistry,6
412,-1685.5519,-1507.591,"Dietrich, Fred Samuel",Molecular Genetics and Microbiology,40
413,-422.08792,549.5389,"Altomare, Ivy Paige",Medicine,39
414,-290.7707,1011.38965,"Blobe, Gerard Conrad",Medicine,39
415,342.88818,830.69965,"Hsu, Shiao-Wen David",Medicine,39
416,493.2848,1096.4113,"Hurwitz, Herbert Ira",Medicine,39
417,639.38556,989.4006,"Morse, Michael Aaron",Medicine,39
418,664.71625,-31.059278,"Sutton, Linda Marie",Medicine,39
419,-1399.8907,-1731.0529,"Amaldoss, Wilfred",Fuqua School of Business,30
420,1017.32446,-1435.8987,"Dodge, Kenneth A.",Sanford School of Public Policy,61
421,-1332.0607,-1267.1318,"Ambrus, Attila",Economics,24
422,930.9334,-167.74673,"Ames, Warwick Aubrey",Anesthesiology,2
423,2112.6729,167.76027,"Hill, Kevin Dennis",Pediatrics,48
424,938.1574,2.6885898,"Jooste, Edmund Hilton",Anesthesiology,2
425,1653.3209,-739.8394,"Amundsen, Cindy Louise",Obstetrics and Gynecology,44
426,-651.33545,149.4451,"Grill, Warren M.",Biomedical Engineering,8
427,-1184.2041,1500.0626,"Webster, George David",Surgery,68
428,1725.4856,-706.69794,"Siddiqui, Nazema Yusuf",Obstetrics and Gynecology,44
429,1814.7772,-679.93964,"Weidner, Alison Catherine",Obstetrics and Gynecology,44
430,1748.4481,-620.76495,"Visco, Anthony Gabriele",Obstetrics and Gynecology,44
431,1375.619,-553.48206,"Kawasaki, Amie",Obstetrics and Gynecology,44
432,898.9102,-1776.2397,"Krystal, Andrew Darrell",Psychiatry & Behavioral Sciences,55
433,1162.4138,-1850.1301,"Preud' homme, Xavier A.",Psychiatry & Behavioral Sciences,55
434,430.11633,-1605.2161,"Ananat, Elizabeth Oltmans",Sanford School of Public Policy,61
435,549.5021,-1742.0796,"Gassman-Pines, Anna",Sanford School of Public Policy,61
436,343.74374,-1633.9613,"Gibson-Davis, Christina M.",Sanford School of Public Policy,61
437,1313.0431,-714.7005,"Anderson, Deverick John",Medicine,39
438,1034.127,-364.72235,"Cunningham, Coleen Kathryn",Pediatrics,48
439,27.7802,-580.6808,"Hendershot, Edward Ferguson",Medicine,39
440,-459.7086,-1062.9443,"Sangvai, Devdutta Gangadhar",Community and Family Medicine,14
441,585.40283,1125.6307,"Tsalik, Ephraim",Medicine,39
442,1266.0236,-649.54065,"Chen, Luke Francis",Medicine,39
443,1508.63,-771.7611,"Sexton, Daniel John",Medicine,39
444,570.48706,-1043.5004,"Wolfe, Cameron Robert",Medicine,39
445,1499.843,-119.72759,"Schmader, Kenneth Edwin",Medicine,39
446,1774.02,1299.297,"Davis Jr., Robert Duane",Surgery,68
447,2052.5486,97.33884,"Onaitis, Mark William",Surgery,68
448,1776.541,1390.6558,"Snyder, Laurie Dee",Medicine,39
449,916.56274,-1116.6229,"Moehring, Rebekah",Medicine,39
450,529.95465,-854.04333,"Ming, David Yung",Medicine,39
451,500.88153,-479.77698,"Vaslef, Steven Nicholas",Surgery,68
452,1773.5919,-61.471058,"Harrison, John Kevin",Medicine,39
453,823.8162,-1005.6946,"Joyce, Maria Josephine",Medicine,39
454,1811.6769,659.99335,"Anderson, Kristin Ann",Pharmacology & Cancer Biology,49
455,2137.0674,682.269,"Hirschey, Matthew",Medicine,39
456,2230.6956,458.07315,"Newgard, Christopher Bang",Pharmacology & Cancer Biology,49
457,2248.4595,551.59625,"Stevens, Robert David",Medicine,39
458,884.0919,-1326.7181,"Anderson, Ruth A.",School of Nursing,63
459,323.8187,-40.091396,"Bailey Jr., Donald Etheridge",School of Nursing,63
460,1666.239,2186.9734,"Docherty, Sharron Lee",School of Nursing,63
461,-2187.432,57.614864,"McConnell, Eleanor Schildwachter",School of Nursing,63
462,1996.8867,-889.6944,"Short, Nancy Munn",School of Nursing,63
463,826.1776,-1091.6003,"Corazzini, Kirsten N",School of Nursing,63
464,1044.2952,-1231.5402,"Colon-Emeric, Cathleen Sellner",Medicine,39
465,857.3798,-2491.3423,"Granger, Bradi Bartrug",School of Nursing,63
466,803.61035,6.3965735,"Galanos, Anthony Nicholas",Medicine,39
467,-1439.5299,524.47485,"Day, Lisa J",School of Nursing,63
468,643.7918,-1361.352,"Pinheiro, Sandro Oliveira",Medicine,39
469,1484.877,-686.76984,"Steinhauser, Karen E.",Medicine,39
470,1936.0208,221.3486,"Andolsek, Kathryn Marijoan",Community and Family Medicine,14
471,53.840523,1058.1456,"Frush, Karen Sue Hamilton",Pediatrics,48
472,342.3318,-439.03525,"Griffith, Brian Carey",Medicine,39
473,256.86642,-461.36688,"Stephany, Alyssa Marie",Pediatrics,48
474,998.31323,646.3327,"Dzau, Victor J.",Medicine,39
475,364.1593,52.20711,"Murphy, Gwendolyn Curtis",Community and Family Medicine,14
476,1515.4982,71.67951,"Nagler, Alisa",Medical Education,38
477,113.66806,-578.53613,"Weinerth, John Louis",Surgery,68
478,1687.6113,-560.7328,"Boggan, Joel",Medicine,39
479,1000.765,519.4151,"Andrews, Nancy Catherine",Pediatrics,48
480,356.95566,-2192.3796,"Angold, Adrian Christopher",Psychiatry,54
481,299.53073,-2110.0369,"Copeland, William Everett",Psychiatry,54
482,892.6336,-1963.0538,"Costello, Elizabeth Jane",Psychiatry,54
483,-112.03756,-2252.0012,"Egger, Helen Link",Psychiatry,54
484,-1359.366,-443.70596,"Erkanli, Alaattin",Biostatistics & Bioinformatics,9
485,-6.3541656,-691.38446,"Patkar, Ashwin Anand",Psychiatry & Behavioral Sciences,55
486,-233.52966,608.64233,"Angrist, Misha",Social Science Research Institute,65
487,-548.2109,999.2399,"Davis, Erica Ellen",Pediatrics,48
488,-569.9727,904.51636,"Jiang, Yong-Hui",Pediatrics,48
489,-1211.3837,729.79987,"Kawamoto, Kensaku",Community and Family Medicine,14
490,72.29376,-259.14954,"Lobach, David Franklin",Community and Family Medicine,14
491,1084.8298,2631.4463,"Olsen, Elise Arline",Dermatology,18
492,2608.0945,5.94707,"Felker, Gary Michael",Medicine,39
493,2390.5098,1360.3337,"Patel, Uptal Dinesh",Medicine,39
494,1363.2878,-308.27133,"Cowper, Patricia Agnes",Medicine,39
495,1365.4113,-846.4918,"Chu, Vivian Hou",Medicine,39
496,1342.1694,-627.2258,"Corey, Gordon Ralph",Medicine,39
497,991.0064,-276.26855,"Crowley, Anna Lisa Chamis",Medicine,39
498,-439.3203,-522.6497,"Holland, Thomas Lawrence",Medicine,39
499,2432.488,174.79854,"Samad, Zainab",Medicine,39
500,1404.3265,-471.66537,"Morrison, Lake Daniel",Medicine,39
501,685.6803,-1175.3712,"Sundy, John Sargent",Medicine,39
502,1147.0402,-519.1386,"Reed, Shelby Derene",Medicine,39
503,619.53503,-1641.1641,"Anthony, Kelly Kosobucki",Psychiatry,54
504,1343.5521,-1704.0552,"Schanberg, Laura Eve",Pediatrics,48
505,-174.27777,1464.7549,"Bonner, Melanie Jean",Psychiatry,54
506,-1028.8942,-2091.3743,"Anton, James J.",Fuqua School of Business,30
507,-1113.2634,-1936.9801,"Lewis, Tracy R.",Fuqua School of Business,30
508,-638.4242,-800.321,"Appelbaum, Lawrence Gregory",Psychiatry & Behavioral Sciences,55
509,-662.4073,-957.3759,"Woldorff, Marty G.",Psychiatry & Behavioral Sciences,55
510,796.8776,-2246.172,"Applegate, Katherine Lynn",Psychiatry & Behavioral Sciences,55
511,682.1982,-2225.1409,"Grant, John Palmer",Surgery,68
512,520.5972,-617.9591,"Friedman, Kelli E.",Psychiatry & Behavioral Sciences,55
513,2716.5813,-1107.7222,"Portenier, Dana Dale",Surgery,68
514,-532.6236,-152.2212,"Aquino, Wilkins",Civil and Environmental Engineering,12
515,1205.0613,1291.5105,"Arcasoy, Murat Osman",Medicine,39
516,467.8076,1320.1866,"Boswell, Elizabeth Louise",Pathology,47
517,833.6573,2473.3848,"Wang, Endi",Pathology,47
518,-2162.7705,-272.4514,"Arce, Ayana T",Physics,51
519,-2075.064,-243.14787,"Oh, Seog",Physics,51
520,-2173.7065,-361.63565,"Kotwal, Ashutosh V.",Physics,51
521,-2016.5725,-366.16052,"Goshaw, Alfred T.",Physics,51
522,-2091.288,-328.32126,"Kruse, Mark Charles",Physics,51
523,895.36633,1186.1908,"Archer, Gerald Edward",Surgery,68
524,-129.52748,2101.242,"Desjardins, Annick",Neurology,43
525,-31.10367,2160.4094,"Friedman, Henry Seth",Surgery,68
526,-119.40574,2311.3413,"Sampson, John Howard",Surgery,68
527,-929.2445,1096.1742,"Nair, Smita Kesavan",Surgery,68
528,81.98989,458.874,"Reap, Elizabeth",Surgery,68
529,2140.7896,1266.2985,"Tedder, Thomas Fletcher",Immunology,33
530,-469.4088,619.4154,"Dannull, Jens O.",Surgery,68
531,1330.0217,786.26135,"Kuan, Chien-Tsun",Pathology,47
532,2210.633,926.20685,"Weinhold, Kent James",Surgery,68
533,-986.8949,-1909.8148,"Arcidiacono, Peter S.",Economics,24
534,-1136.8993,-1852.1051,"Khan, Shakeeb",Economics,24
535,866.10223,-1605.3705,"Vigdor, Jacob L.",Sanford School of Public Policy,61
536,-790.2949,-2170.858,"Hotz, V. Joseph",Economics,24
537,1412.697,1177.5076,"Arepally, Gowthami Morey",Medicine,39
538,-1264.7941,-2040.85,"Wiesner, Mark",Civil and Environmental Engineering,12
539,1432.3816,-140.10397,"Welsby, Ian James",Anesthesiology,2
540,1844.4481,1506.9264,"Palmer Jr., Scott Michael",Medicine,39
541,-3899.6484,535.66046,"Ariely, Dan",Fuqua School of Business,30
542,-2981.9138,347.26,"Luce, Mary Frances",Fuqua School of Business,30
543,883.6339,52.863262,"Cohen, Harvey Jay",Medicine,39
544,1014.2563,-1137.4095,"Whitson, Heather Elizabeth",Medicine,39
545,-754.49744,-2351.7678,"Huber, Joel C.",Fuqua School of Business,30
546,990.0207,-534.3022,"Shah, Ankoor",Medicine,39
547,-400.573,1.543002,"Arlotto, Alessandro",Fuqua School of Business,30
548,-1709.2501,-1352.2219,"Armaleo, Daniele",Biology,7
549,-2099.5332,-1473.398,"Lutzoni, Francois M.",Biology,7
550,279.85638,874.83795,"Armstrong, Andrew John",Medicine,39
551,-1735.979,-1095.3691,"Garcia-Blanco, Mariano Agustin",Molecular Genetics and Microbiology,40
552,88.85685,916.0437,"Madden, John Francis",Pathology,47
553,-79.699615,1254.8348,"Freedland, Stephen Jay",Surgery,68
554,17.864147,972.2056,"Koontz, Bridget Fey",Radiation Oncology,57
555,-58.199757,1181.4966,"Lee, William Robert",Radiation Oncology,57
556,7.0637026,1296.3877,"Moul, Judd Wendell",Surgery,68
557,-145.61201,1211.5159,"Polascik, Thomas James",Surgery,68
558,481.3927,813.6982,"Robertson, Cary Nobles",Surgery,68
559,422.91068,1407.685,"Halabi, Susan",Biostatistics & Bioinformatics,9
560,948.1977,777.9744,"Zaas, David William",Medicine,39
561,-129.51321,1034.2395,"Jaffe, Tracy Anne",Radiology,58
562,340.0911,-350.4578,"Armstrong, Brenda Estelle",Pediatrics,48
563,-656.1843,1197.9757,"Armstrong, Michael Brannon",Pediatrics,48
564,1001.01355,1045.1771,"Lavau, Catherine Praxede",Pediatrics,48
565,1027.8937,1212.7827,"Wechsler, Daniel Steven Gary",Pediatrics,48
566,894.1814,-21.444324,"Armstrong, Sarah Commisso",Pediatrics,48
567,380.66782,-46.482292,"Silberberg, Mina Ruth",Community and Family Medicine,14
568,1340.6594,-1033.9565,"Kemper, Alex Randall",Pediatrics,48
569,2654.784,-840.5502,"Ostbye, Truls",Community and Family Medicine,14
570,1025.36,-683.1144,"Mangarelli, Caren",Pediatrics,48
571,586.2897,91.76266,"Aronson, Solomon",Anesthesiology,2
572,974.1486,-1286.8153,"Babyak, Michael Alan",Psychiatry & Behavioral Sciences,55
573,724.7972,-1714.5679,"Blumenthal, James Alan",Psychiatry & Behavioral Sciences,55
574,2159.4714,506.85583,"D'Amico, Thomas Anthony",Surgery,68
575,559.46014,-322.8192,"Del Rio, Jose Mauricio",Anesthesiology,2
576,2100.7664,14.598599,"Gaca, Jeffrey Giles",Surgery,68
577,1988.53,595.84344,"Harpole Jr., David Harold",Surgery,68
578,2288.1072,365.46933,"Hughes IV, George Charles",Surgery,68
579,1859.3942,399.89493,"Lodge, Andrew James",Surgery,68
580,1920.7561,882.21906,"Nicoara, Alina",Anesthesiology,2
581,1313.5775,-63.69328,"Sketch Jr., Michael Hugh",Medicine,39
582,2088.8308,863.9846,"Stafford-Smith, Mark",Anesthesiology,2
583,1729.9021,1114.9342,"Strittmatter, Warren James",Neurology,43
584,2227.029,1090.8367,"Swaminathan, Madhav",Anesthesiology,2
585,1556.2904,-19.75326,"Tong, Betty Caroline",Surgery,68
586,1648.0503,-14.889874,"Fontes, Manuel Lopes",Anesthesiology,2
587,715.19305,44.257793,"Cherry, Anne",Anesthesiology,2
588,-1499.116,-1702.5292,"Arora, Ashish",Fuqua School of Business,30
589,-1568.5787,-1768.2076,"Belenzon, Sharon",Fuqua School of Business,30
590,283.69577,2621.9438,"Arshavsky, Vadim Yurjevich",Ophthalmology,45
591,-3509.1416,2272.65,"Farsiu, Sina",Ophthalmology,45
592,-1280.6089,-899.10486,"Caron, Marc G.",Cell Biology,10
593,-938.52405,-318.86566,"Rebrik, Tatiana I",Ophthalmology,45
594,-3409.9924,2492.508,"Izatt, Joseph A.",Biomedical Engineering,8
595,919.55304,1024.4143,"Aryal, Shambhu",Medicine,39
596,1041.197,-1648.7162,"Asher, Steven R.",Psychology and Neuroscience,56
597,534.86346,-124.423386,"Ashley, Patricia Lynn",Pediatrics,48
598,1329.7894,247.45612,"Bidegain, Margarita",Pediatrics,48
599,1581.115,531.13214,"Cotten, Charles Michael",Pediatrics,48
600,-713.49506,463.2906,"Krishnan, K. Ranga Rama",Psychiatry & Behavioral Sciences,55
601,252.31454,477.94992,"MacFall, James R.",Radiology,58
602,-667.8329,534.6057,"Steffens, David Carl",Psychiatry & Behavioral Sciences,55
603,615.4656,-1906.3184,"Brummett, Beverly H.",Psychiatry & Behavioral Sciences,55
604,408.00354,-2018.3163,"Siegler, Ilene C.",Psychiatry & Behavioral Sciences,55
605,348.97787,-1747.4948,"Williams Jr., Redford B.",Psychiatry & Behavioral Sciences,55
606,-718.3905,1259.8737,"Miranda, Marie Lynn",Environmental Sciences and Policy,28
607,650.2163,587.9061,"Swamy, Geeta Krishna",Obstetrics and Gynecology,44
608,-82.29538,427.315,"De Castro, Laura Martina",Medicine,39
609,-147.72441,630.6564,"Telen, Marilyn Jo",Medicine,39
610,-328.28058,-551.01776,"Beyer, John Leslie",Psychiatry & Behavioral Sciences,55
611,-500.73694,81.82109,"Kuchibhatla, Maragatha",Biostatistics & Bioinformatics,9
612,39.798927,2339.8542,"Lee, Tih-Shih Warren",Psychiatry & Behavioral Sciences,55
613,2931.624,-1085.3463,"Fuemmeler, Bernard Frank",Community and Family Medicine,14
614,-743.7027,-954.1158,"McClernon, Francis Joseph",Psychiatry & Behavioral Sciences,55
615,-1238.1837,228.6174,"Wang, Lihong",Psychiatry & Behavioral Sciences,55
616,-711.42505,315.562,"Payne, Martha Elizabeth",Psychiatry & Behavioral Sciences,55
617,501.16766,-2011.5562,"Hoyle, Rick",Psychology and Neuroscience,56
618,355.45938,-1917.6,"Richman, Laura Smart",Psychology and Neuroscience,56
619,261.1623,-779.92426,"Royal, Charmaine D. M.",African and African American Studies,1
620,-1360.0382,461.92493,"Dunson, David B.",Statistical Science,67
621,-441.01587,997.8808,"Enterline, David Scott",Radiology,58
622,-73.754395,650.9786,"Fuchs, Herbert Edgar",Surgery,68
623,1291.4814,387.7297,"Hauser, Elizabeth Rebecca",Biostatistics & Bioinformatics,9
624,131.3764,-847.56445,"Ashton, Kathleen",School of Nursing,63
625,954.0281,-1634.0055,"Oermann, Marilyn Haag",School of Nursing,63
626,-442.19473,-361.77252,"Ashton, Robert H.",Fuqua School of Business,30
627,-2491.025,-195.95825,"Plesser, M. Ronen",Physics,51
628,-3127.6191,2028.6808,"Bhatti, M. Tariq",Ophthalmology,45
629,-2667.1753,1898.5929,"El-Dairi, Mays Antoine",Ophthalmology,45
630,-3323.68,2457.3708,"Freedman, Sharon Fridovich",Ophthalmology,45
631,-1075.7992,162.17506,"Gupta, Preeya Kshettry",Ophthalmology,45
632,-3321.8682,2267.853,"Wallace, David Keith",Ophthalmology,45
633,-290.57806,-163.5972,"Thakur, Mugdha Ekanath",Psychiatry & Behavioral Sciences,55
634,238.1942,-159.36568,"Astrachan, Owen L.",Computer Science,15
635,-198.0597,-394.23224,"Atkins, Jed W.",Classical Studies,13
636,-1218.2694,1005.2676,"Attarian, David Edward",Orthopaedics,46
637,1110.0007,-813.3969,"McKee, Daphne Connelly",Psychiatry & Behavioral Sciences,55
638,-1118.3174,738.1157,"Kelley, Scott Streater",Orthopaedics,46
639,-1274.6682,926.9592,"Wellman, Samuel S.",Orthopaedics,46
640,-827.0623,712.9535,"Grant, Stuart Alan",Anesthesiology,2
641,337.65054,184.80234,"Green, Cynthia Lea",Biostatistics & Bioinformatics,9
642,-379.39642,-1094.403,"Attix, Deborah Koltai",Psychiatry & Behavioral Sciences,55
643,798.58307,-1461.4199,"Smith, Patrick J",Psychiatry & Behavioral Sciences,55
644,82.64792,1672.7081,"Radtke, Rodney Allan",Neurology,43
645,-956.0468,493.9442,"Hayden, Kathleen M.",Psychiatry & Behavioral Sciences,55
646,169.77509,1320.625,"Atwater, Amber Reck",Dermatology,18
647,-100.49621,-976.0235,"Hall III, Russell P.",Dermatology,18
648,133.69577,1076.7294,"Kim, Han Woong",Medicine,39
649,1295.8381,1315.2439,"Auten Jr., Richard Lambert",Pediatrics,48
650,942.1729,1667.2164,"Sheng, Huaxin",Anesthesiology,2
651,960.22235,1758.7117,"Warner, David Samuel",Anesthesiology,2
652,1027.9849,1694.5363,"Foster, Matthew Wolf",Medicine,39
653,856.9005,1644.6345,"Marshall III, Harvey Edwin",Medicine,39
654,548.1993,2087.47,"McMahon, Timothy Joseph",Medicine,39
655,-1301.0159,-500.91116,"Bilbo, Staci D.",Psychology and Neuroscience,56
656,-1039.1385,-219.21246,"Babu, Shivnath",Computer Science,15
657,-2124.3457,218.66518,"Munagala, Kamesh",Computer Science,15
658,475.2301,-1240.4989,"Sherwood, Andrew",Psychiatry & Behavioral Sciences,55
659,-1044.4595,472.65628,"Doraiswamy, Pudugramam Murali",Psychiatry & Behavioral Sciences,55
660,1009.56866,-453.19318,"Hoffman, Benson Mark",Psychiatry & Behavioral Sciences,55
661,1267.588,-420.16165,"Bowers, Margaret Therese",School of Nursing,63
662,70.506195,-1899.77,"Watkins, Lana L.",Psychiatry & Behavioral Sciences,55
663,-406.90384,77.0226,"Georgiades, Anastasia Zoe Elsa",Psychiatry & Behavioral Sciences,55
664,302.60284,-1074.3579,"Surwit, Richard Samuel",Psychiatry & Behavioral Sciences,55
665,950.5931,-696.5546,"Caldwell, David S.",Medicine,39
666,-1093.9247,1285.0907,"Guilak, Farshid",Orthopaedics,46
667,778.982,-533.05646,"Rice, John Russell",Medicine,39
668,1589.2017,1263.0834,"Martinu, Tereza",Medicine,39
669,-384.1688,436.10495,"Jiang, Wei",Psychiatry & Behavioral Sciences,55
670,1684.6792,-315.57852,"Schocken, Douglas David",Medicine,39
671,1110.65,1443.7246,"Welty-Wolf, Karen Elizabeth",Medicine,39
672,-1119.1593,547.3168,"Browndyke, Jeffrey Nicholas",Psychiatry & Behavioral Sciences,55
673,-1198.1763,815.59143,"Burke, James Robert",Neurology,43
674,617.67694,1300.9924,"Bachelder, Robin Elizabeth",Pathology,47
675,698.26483,2013.807,"Geradts, Joseph",Pathology,47
676,354.59732,1192.8873,"Osada, Takuya",Surgery,68
677,-21.54103,857.10223,"Pizzo, Salvatore Vincent",Pathology,47
678,-1112.7997,833.46484,"Badea, Alexandra",Radiology,58
679,-1157.5575,1410.0022,"Johnson, G. Allan",Radiology,58
680,1329.7463,1149.3829,"Driehuys, Bastiaan",Radiology,58
681,-1074.9308,1844.2775,"Badea, Cristian Tudorel",Radiology,58
682,-294.54733,442.70917,"Hedlund, Laurence William",Radiology,58
683,-912.31085,1186.044,"Zhang, Xiaofeng",Radiology,58
684,-887.16547,1274.1847,"Kirsch, David Guy",Radiation Oncology,57
685,-1734.3275,502.13837,"Therien, Michael J.",Chemistry,11
686,-343.12552,1759.0066,"Das, Shiva Kumar",Radiation Oncology,57
687,-738.46497,749.7497,"Bae, Jonathan Gregory",Medicine,39
688,-938.6707,1014.4702,"Shah, Nirmish Ramesh",Medicine,39
689,-20.296253,2456.1765,"Bagley, Carlos Antonio",Surgery,68
690,268.93402,1824.7557,"Haglund, Michael Martin",Surgery,68
691,-460.52417,1852.1848,"Isaacs, Robert Eric",Surgery,68
692,75.917305,2396.479,"Gottfried, Oren N",Surgery,68
693,91.186165,1762.1898,"Husain, Aatif Mairaj",Neurology,43
694,-513.2962,1726.7887,"Brown, Christopher Robert",Orthopaedics,46
695,158.16182,1181.2786,"Grossi, Peter Michael",Surgery,68
696,-775.1052,1490.1737,"Richardson, William James",Orthopaedics,46
697,-67.46152,2549.3176,"Lad, Shivanand",Surgery,68
698,-813.7795,-1923.9818,"Bagnat, Michel",Cell Biology,10
699,11.6256275,661.4357,"Wolf, Patrick D.",Biomedical Engineering,8
700,2118.1382,318.80273,"Judd, Robert Martin",Medicine,39
701,2189.5105,366.9686,"Klem, Igor",Medicine,39
702,786.8465,-939.1771,"Gilliss, Catherine Lynch",School of Nursing,63
703,-64.00748,1687.3253,"Champagne, Mary Thomson",School of Nursing,63
704,1447.4978,484.5162,"Rice, Henry Elliot",Surgery,68
705,875.93066,-2362.2432,"Bailey-Cooner, Heatherlee",Surgery,68
706,2246.775,638.0506,"Bain, James R.",Medicine,39
707,1688.8086,-220.82336,"Huffman, Kim Marie",Medicine,39
708,1609.7424,-241.5635,"Slentz, Cris Allan",Medicine,39
709,1775.7446,-267.21005,"Morey, Miriam C.",Medicine,39
710,-1547.0927,-1424.8442,"Taylor, Gregory Alan",Medicine,39
711,2752.3708,-696.1635,"Batch, Bryan Courtney",Medicine,39
712,1759.3832,520.7446,"Patel, Mahesh",Medicine,39
713,2080.672,565.9964,"Koves, Timothy Robert",Medicine,39
714,2162.6768,595.299,"Muoio, Deborah Marie",Medicine,39
715,1538.9197,793.26746,"Freemark, Michael Scott",Pediatrics,48
716,-1178.294,1710.4473,"Baker, Jay Alan",Radiology,58
717,-1023.8549,1715.6002,"Lo, Joseph Yuan-Chieh",Radiology,58
718,-933.9787,1730.3004,"Ghate, Sujata Vijay",Radiology,58
719,-531.8665,1073.3446,"Kim, Connie Eunjung",Radiology,58
720,-1187.2847,1779.8301,"Samei, Ehsan",Radiology,58
721,-1167.9214,1608.1194,"Soo, Mary Scott Campbell",Radiology,58
722,-306.40942,586.9262,"Walsh, Ruth",Radiology,58
723,-858.95703,605.7745,"Soher, Brian Joseph",Radiology,58
724,-60.61389,1431.9017,"Bashir, Mustafa Shadi Rifaat",Radiology,58
725,-680.6119,1103.2391,"Johnson, Karen Schwenk",Radiology,58
726,215.67418,1563.7584,"Barnhart, Huiman Xie",Biostatistics & Bioinformatics,9
727,-1250.8704,1558.629,"Mazurowski, Maciej A",Radiology,58
728,-1085.4132,1642.5155,"Yoon, Sora Christina",Radiology,58
729,993.40204,2640.4812,"Hwang, Eun-Sil Shelley",Surgery,68
730,1311.9918,971.63007,"Lyman, Gary Herbert",Medicine,39
731,-1426.0491,-2081.6792,"Baker, Paul A.",Earth and Ocean Sciences,23
732,-2127.3093,-1284.6287,"Li, Wenhong",Earth and Ocean Sciences,23
733,104.63408,-1439.1251,"Balcells, Laia",Political Science,52
734,-1691.5895,417.15756,"Baldwin, Steven W.",Chemistry,11
735,1821.9749,-135.44469,"Bales, Connie Watkins",Medicine,39
736,-720.1099,1563.106,"Nelson, Rendon C.",Radiology,58
737,645.6983,1385.37,"Bali, Deeksha Sarihyan",Pediatrics,48
738,2242.3628,1487.8088,"Chen, Yuan-Tsong",Pediatrics,48
739,936.6215,1257.733,"Kishnani, Priya Sunil",Pediatrics,48
740,977.7875,1332.0068,"Koeberl, Dwight D.",Pediatrics,48
741,797.5999,1321.7261,"Sun, Baodong",Pediatrics,48
742,844.09424,1248.9677,"Millington, David Stuart",Pediatrics,48
743,595.4116,1456.3347,"Rehder, Rebeccah Catherine",Pathology,47
744,740.9439,1397.3624,"Case, Laura Elizabeth",Community and Family Medicine,14
745,701.1471,1321.166,"Young, Sarah Phyllis",Pediatrics,48
746,485.71783,1664.6279,"Buckley, Anne Frances",Pathology,47
747,512.98096,1260.1045,"Smith, Edward Clinton",Pediatrics,48
748,1320.1151,-481.37042,"Balleisen, Edward J.",History,32
749,-522.50525,-379.2374,"Balseiro, Santiago Roman",Fuqua School of Business,30
750,948.4036,-316.10443,"Bandarenko III, Nicholas",Pathology,47
751,2050.9019,1041.1752,"Bennett-Guerrero, Elliott",Anesthesiology,2
752,1571.4353,611.39886,"Goldberg, Ronald Norman",Pediatrics,48
753,793.7494,299.42194,"Tanaka, David Timothy H.",Pediatrics,48
754,247.37212,-1777.461,"Banks, David L.",Statistical Science,67
755,-980.7696,-1735.964,"Bansal, Ravi",Fuqua School of Business,30
756,-1620.799,-336.3359,"Barak, Lawrence Simeon",Cell Biology,10
757,-1748.2853,-125.34376,"Mook Jr., Robert Anthony",Medicine,39
758,255.40698,713.99817,"Hobeika, Amy Claudine",Surgery,68
759,190.49718,769.65826,"Spector, Neil Lee",Medicine,39
760,-1986.5378,-278.74207,"Baran, Dominika M",English,27
761,-2451.7302,-626.4121,"Baranger, Harold U.",Physics,51
762,-2572.851,-617.08997,"Gauthier, Daniel J.",Physics,51
